listing_date,company_name,corp_code,stock_code,matched_name,match_quality,manual_check_needed,discount_rate_low_pct,discount_rate_high_pct,discount_rate_mid_pct,notes,candidates,track_type,rcept_no,report_nm,rcept_dt,dart_url,filing_search_result
2023-06-29,시큐센,1113499,232830,아이티센피엔에스,manual,False,13.95,28.29,21.12,코넥스→코스닥 이전상장,,konex_transfer,20230619000132,[발행조건확정]증권신고서(지분증권),20230619,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230619000132,ok_pri1
2023-06-08,마녀공장,1136977,439090,마녀공장,exact,False,37.32,46.28,41.8,,,general,20230524000321,[발행조건확정]증권신고서(지분증권),20230524,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230524000321,ok_pri1
2023-06-02,나라셀라,1021639,405920,나라셀라,exact,False,21.52,34.6,28.06,,,general,20230519000339,[발행조건확정]증권신고서(지분증권),20230519,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230519000339,ok_pri1
2023-06-01,진영,816933,285800,진영,exact,False,31.41,41.21,36.31,,,general,20230519000263,[발행조건확정]증권신고서(지분증권),20230519,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230519000263,ok_pri1
2023-05-24,기가비스,765569,420770,기가비스,exact,False,39.0,47.14,43.07,,,general,20230512000026,[발행조건확정]증권신고서(지분증권),20230512,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230512000026,ok_pri1
2023-05-17,트루엔,1134216,417790,트루엔,exact,False,23.47,36.22,29.845,,,general,20230503000315,[발행조건확정]증권신고서(지분증권),20230503,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230503000315,ok_pri1
2023-04-27,토마토시스템,1436479,393210,토마토시스템,exact,False,21.35,35.52,28.435,,,general,20230414000088,[발행조건확정]증권신고서(지분증권),20230414,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230414000088,ok_pri1
2023-03-29,LB인베스트먼트,231901,309960,LB인베스트먼트,exact,False,19.78,30.79,25.285,,,general,20230316001463,[발행조건확정]증권신고서(지분증권),20230316,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001463,ok_pri1
2023-03-13,금양그린파워,872656,282720,금양그린파워,exact,False,33.41,44.23,38.81999999999999,,,general,20230228000586,[발행조건확정]증권신고서(지분증권),20230228,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230228000586,ok_pri1
2023-03-03,나노팀,1524118,417010,나노팀,exact,False,22.21,31.19,26.700000000000003,,,general,20230217000999,[발행조건확정]증권신고서(지분증권),20230217,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230217000999,ok_pri1
2023-03-02,바이오인프라,1110058,199730,바이오인프라,exact,False,25.64,36.26,30.95,,,general,20230217001371,[기재정정]증권신고서(지분증권),20230217,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230217001371,ok_pri2
2023-02-20,이노진,1419135,344860,이노진,exact,False,6.6,22.17,14.385000000000002,,,general,20230208000172,[발행조건확정]증권신고서(지분증권),20230208,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230208000172,ok_pri1
2023-02-09,꿈비,1586455,407400,꿈비,exact,False,13.18,22.83,18.005,,,general,20230130000210,[발행조건확정]증권신고서(지분증권),20230130,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230130000210,ok_pri1
2023-02-07,스튜디오미르,1139965,408900,스튜디오미르,exact,False,20.8,38.0,29.4,,,general,20230119000286,[발행조건확정]증권신고서(지분증권),20230119,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230119000286,ok_pri1
2023-02-03,삼기이브이,1526806,419050,삼기에너지솔루션즈,manual,False,10.98,25.51,18.245,사명 변경: 삼기이브이 → 삼기에너지솔루션즈,,general,20230120000341,[발행조건확정]증권신고서(지분증권),20230120,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230120000341,ok_pri1
2023-01-27,미래반도체,299844,254490,미래반도체,exact,False,10.72,21.14,15.93,,,general,20230113000114,[발행조건확정]증권신고서(지분증권),20230113,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230113000114,ok_pri1
2023-01-19,한주라이트메탈,156600,198940,한주라이트메탈,exact,False,32.2,40.95,36.575,,,general,20230109000226,[발행조건확정]증권신고서(지분증권),20230109,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230109000226,ok_pri1
