company_name,listing_date,corp_code,stock_code,rcept_no,report_nm,track_type,discount_rate_low_pct,discount_rate_high_pct,discount_rate_mid_pct,price_band_low,price_band_high,band_midpoint,final_offering_price,price_vs_mid,net_income_mn,net_income_bn,peer_per,valuation_model,per_stock_value,total_shares,offering_shares,offering_amount,discount_rate_xml_low,discount_rate_xml_high,discount_rate_xml_mid,listing_market,is_tech_special,is_growth_special,filled_key_fields,extraction_status,xml_size,discount_rate_implied,discount_rate_diff,data_quality_flag,net_income_type,institutional_ratio,retail_ratio,discount_rate_xml_source,dart_revenue_bn,dart_op_income_bn,dart_net_income_bn,dart_assets_bn,dart_equity_bn,dart_bsns_year,dart_reprt_code,dart_debt_ratio,dart_op_margin,net_income_source,source_dataset,crawling_sector,crawling_industry,crawling_summary,crawling_source_url,crawling_collected_at,crawling_status,segment_bio,segment_healthcare,segment_software,segment_ai,segment_robotics,segment_semiconductor,segment_materials,segment_manufacturing,segment_mobility,segment_fintech,segment_deeptech,segment_platform,segment_consumer,segment_unknown
노브랜드,2024-05-24,305941,145170,20240510000090,[발행조건확정]증권신고서(지분증권),general,14.45,32.34,23.395,8700.0,11000.0,9850.0,14000.0,0.4213,,,,PER,12858.0,9950113.0,1200000.0,16800000000.0,14.45,32.34,23.395,코스닥,0.0,0.0,3.0,partial,622237.0,-8.8816,0.0,OK,,,,,,,,,,,,,,,peer_group_features_enriched.csv,코스닥 섬유·의류,"섬유,의류,신발,호화품","동사는 1994년 설립된 니트, 우븐 소재의 의류 ODM 전문 기업으로 2024년 코스닥에 상장함. 동사는 2024년 아웃도어 의류 전문업체 유니코글로벌과 2026년 셔츠·블라우스·드레스류 전문 반도비나를 인수하여 전 품목 생산 역량을 가지고 있음. Gap, Target 등 대량생산부터 Eileen Fisher 등 프리미엄, Everlane 등 온라인 브랜드까지 40여 개 글로벌 패션 브랜드와 20년 이상 거래하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=145170,2026-06-09T18:53:57,ok,0,0,0,0,0,0,1,1,0,0,0,0,1,0
뉴로메카,2022-11-04,1336461,348340,20221025000174,[발행조건확정]증권신고서(지분증권),general,30.1,42.1,36.1,14000.0,16900.0,15450.0,16900.0,0.0939,14220.76,142.2076,30.41,PER,24177.0,10967670.0,45000.0,,29.69,41.69,35.69,코스닥,0.0,0.0,5.0,ok,657971.0,30.0989,0.41,OK,,,,,,,,,,,,,,,peer_group_features_enriched.csv,코스닥 기계·장비,기계,"동사는 2013년 로봇 개발·생산·판매 및 자동화솔루션 공급 목적으로 설립되어, 2022년 코스닥시장에 상장함. 협동로봇 상용화를 위해 로봇 제어 소프트웨어와 하드웨어를 내재화하여 다양한 산업 분야에 자동화솔루션을 공급하고 있음. 핵심 부품, 로봇 플랫폼, 도메인 솔루션, AI 기술을 내재화해 글로벌 로봇 기업과 경쟁 기반을 확보하고 피지컬 AI 기반 전문 기업으로 성장 중임.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=348340,2026-06-09T18:53:58,ok,0,0,1,1,1,1,0,1,0,0,0,1,0,0
뉴엔AI,2025-07-04,1639508,463020,20250620000288,[발행조건확정]증권신고서(지분증권),general,26.06,35.92,30.99,13000.0,15000.0,14000.0,15000.0,0.0714,,,,EV/EBITDA,20287.0,,2220000.0,33300000000.0,26.06,35.92,30.99,코스닥,0.0,0.0,3.0,partial,647823.0,26.061,0.0,OK,,,,,,,,,,,,,,,peer_group_features_enriched.csv,코스닥 IT 서비스,IT서비스,"동사는 2004년 설립된 빅데이터 및 AI 분석 전문기업으로 2024년 뉴엔에이아이로 상호 변경 후 코스닥시장에 상장함. 빅데이터와 AI기술을 결합해 미래 예측과 공급망 관리를 지원하며, 비정형 빅데이터 AI 분석 시장을 개척하고 있음. 30개의 기술특허와 인력을 바탕으로 맞춤형 AI 분석, 표준화 AI 분석, 데이터 정제 및 가공을 통해 다양한 산업에서 활용되고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=463020,2026-06-09T18:53:58,ok,0,0,1,1,0,0,0,1,0,0,0,0,0,0
닷밀,2024-11-13,1605282,464580,20241101000289,[발행조건확정]증권신고서(지분증권),general,20.91,33.08,26.995,11000.0,13000.0,12000.0,13000.0,0.0833,,,,PER,16438.0,9438054.0,1200000.0,,20.91,33.08,26.995,코스닥,0.0,0.0,3.0,partial,457533.0,20.915,0.0,OK,,,,,,,,,,,,,,,peer_group_features_enriched.csv,코스닥 오락·문화,방송과엔터테인먼트,"동사는 2015년 설립된 종합 실감미디어 엔터테인먼트 테크 기업으로, 2024년 코스닥시장에 이익미실현기업 특례상장하였음. 프로젝션 맵핑, XR, 홀로그램 등 실감미디어 기반 B2B·B2G 수주사업과 실감미디어 테마파크 운영 B2C 사업을 영위하고 있음. 기획부터 시공, 운영까지 전 과정을 내부 인력으로 해결하는 독자적 조직구조를 구축하며, 테마파크·공연·AI 등 전방위 산업 확산을 선도하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=464580,2026-06-09T18:53:59,ok,0,0,0,1,0,0,0,0,0,0,0,1,0,0
대진첨단소재,2025-03-06,1549472,393970,20250219001498,[발행조건확정]증권신고서(지분증권),general,30.11,41.4,35.755,10900.0,13000.0,11950.0,9000.0,-0.2469,,-3.7282,31.54,EV/EBITDA,19200.0,16504372.0,3000000.0,27000000000.0,32.29,43.23,37.76,코스닥,0.0,0.0,4.0,ok,730567.0,53.125,2.005,MINOR_DIFF,,,,,889.9292,59.8865,-3.7282,1429.8023,617.5743,2024.0,11011.0,131.52,6.73,dart_api,peer_group_features_enriched.csv,코스닥 화학,전기제품,"동사는 2019년 이차전지 및 자동차부품 소재의 제조와 도소매업 목적 설립, 2025년 코스닥시장에 상장함. 배터리 제조공정에서 대전방지 트레이, PET 이형필름, 대전방지 코팅액을 주력으로 사업을 영위하고, 자동차 및 가전제품용 플라스틱 부품을 납품하고 있음. CNT 기술 자체 개발로 전도성 강화, 중국과 합작법인 설립, 미국 생산기반 구축 통해 북미 시장 공략 본격화하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=393970,2026-06-09T18:53:59,ok,0,0,0,0,0,0,1,1,1,0,0,0,0,0
더즌,2025-03-24,1563667,462860,20250311000714,[발행조건확정]증권신고서(지분증권),general,24.41,36.51,30.46,10500.0,12500.0,11500.0,9000.0,-0.2174,11760.417,117.6042,33.7,PER,16537.0,23967758.0,2500000.0,22500000000.0,24.41,36.51,30.46,코스닥,0.0,0.0,5.0,ok,450457.0,45.5766,0.0,OK,,,,,,,,,,,,,,,peer_group_features_enriched.csv,코스닥 통신,IT서비스,"동사는 2017년 설립되어 디지털 뱅킹, FX, 데이터 솔루션을 주요 제품으로 사업을 하고 있으며, 2025년 코스닥에 상장함. 디지털 뱅킹 솔루션은 펌뱅킹, 가상계좌, 부가서비스로 대량 지급 거래 기업의 자금 업무 효율화를 위한 전자금융 솔루션임. FX 솔루션은 크로스보더 거래 고객에 환전 및 정산 자동화를 제공하는 자금관리 서비스와 무인 환전 키오스크로 구성됨.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=462860,2026-06-09T18:53:59,ok,0,0,1,0,1,0,0,0,0,1,0,0,0,0
레이저쎌,2022-06-24,1573381,412350,20220613000057,[발행조건확정]증권신고서(지분증권),general,15.6,27.7,21.65,12000.0,14000.0,13000.0,16000.0,0.2308,,,,PER,16592.0,,1600000.0,25600000000.0,,,,코스닥,0.0,0.0,3.0,partial,392603.0,3.568,,NO_XML_DR,,,,,,,,,,,,,,,peer_group_features_enriched.csv,코스닥 기계·장비,반도체와반도체장비,"동사는 2015년 설립된 기업으로, 면광원 에어리어 레이저 기술로 반도체, 디스플레이 및 2차전지 후공정 패키징 공정 본딩장비를 개발 및 제조하고 있음. 주요 제품으로 반도체용 LSR, eLMB, LPB, 디스플레이용 rLSR, 배터리용 LSR 등 다양한 라인업을 보유하고 있음. 글로벌 반도체 파운드리, 모바일기기, 전기차 배터리 선두업체에 장비를 납품하며, 미국, 대만, 일본, 중국 등 주요 거점에 데모센터를 운영하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=412350,2026-06-09T18:54:01,ok,0,0,0,0,0,1,1,1,0,0,0,0,0,0
루미르,2024-10-21,1636565,474170,20241008000444,[발행조건확정]증권신고서(지분증권),general,21.36,36.7,29.03,16500.0,20500.0,18500.0,12000.0,-0.3514,17652.0,176.52,28.35,PER,26068.0,19198502.0,2400000.0,28800000000.0,21.36,36.7,29.03,코스닥,0.0,0.0,5.0,ok,689910.0,53.9665,0.0,OK,,,,,,,,,,,,,,,peer_group_features_enriched.csv,코스닥 운송장비·부품,우주항공과국방,"동사는 2009년 설립되어 2024년 기술성장기업으로 코스닥에 상장한 지구관측 인공위성 전문기업임. 주야간 전천후 지구관측 가능한 SAR 위성시스템, 위성 영상/정보 서비스, 인공위성 관련 전장품, 대형 선박용 솔레노이드를 제조하며, 위성제조 분야의 기술과 전장품 국산화를 이루어냄. 2026년 LumirX-1호 발사로 총 18기 군집위성 시스템 구축하여 글로벌 시장에서 경쟁력 있는 사업자로 성장을 추진하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=474170,2026-06-09T18:54:01,ok,0,0,0,0,0,1,0,1,1,0,1,0,0,0
링크솔루션,2025-06-10,1764099,474650,20250526000299,[발행조건확정]증권신고서(지분증권),general,42.87,50.32,46.595,20000.0,23000.0,21500.0,23000.0,0.0698,7771.0,77.71,30.08,PER,40259.0,5806432.0,,20700000000.0,42.87,50.32,46.595,코스닥,0.0,0.0,5.0,ok,426880.0,42.8699,0.0,OK,,,,,,,,,,,,,,,peer_group_features_enriched.csv,코스닥 기계·장비,기계,"동사는 2013년 설립된 3D 프린터 제조 및 3D 프린팅 서비스 전문 기업으로, 2025년 코스닥시장에 기술성장기업으로 상장함. 디지털 적층 성형기계 제조업에 속하며, SLA, FDM, MBJ 방식의 3D 프린터를 자체 개발하여 상용화에 성공함. 3D 프린터 판매와 출력물 생산 서비스를 운영하여 모빌리티, 항공/우주, 국방 등 다양한 산업에 서비스를 제공하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=474650,2026-06-09T18:54:02,ok,0,0,0,0,0,1,0,1,1,0,1,0,0,0
마녀공장,2023-06-08,1136977,439090,20230524000321,[발행조건확정]증권신고서(지분증권),general,37.32,46.28,41.8,12000.0,14000.0,13000.0,16000.0,0.2308,,,,PER,22337.0,,,32000000000.0,37.32,46.28,41.8,코스닥,0.0,0.0,3.0,partial,341158.0,28.37,0.0,OK,,,,,,,,,,,,,,,peer_group_features_enriched.csv,코스닥 화학,화장품,"동사는 2012년 설립된 천연 유래 성분 기능성 스킨케어 브랜드사로, 2023년 코스닥에 상장하였음. 대표 브랜드 '마녀공장' 중심으로 비건 화장품 '아워비건', 향 특화 브랜드 '바닐라부티크' 보유하고 있으며, 기초 화장품을 주력으로 65개국 이상에 수출하고 있음. OEM/ODM사와 파트너십을 통해 신속하게 제품을 출시하고, 온라인 기반 운영력으로 전세계 클린뷰티 시장 확대에 대응하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=439090,2026-06-09T18:54:02,ok,0,0,0,0,0,0,1,0,0,0,0,0,1,0
메가터치,2023-11-09,923516,446540,20231030000175,[발행조건확정]증권신고서(지분증권),general,19.83,29.85,24.84,3500.0,4000.0,3750.0,4800.0,0.28,3366.0,33.66,30.79,PER,4989.0,20771000.0,5200000.0,24960000000.0,19.83,29.85,24.84,코스닥,0.0,0.0,5.0,ok,605141.0,3.7883,0.0,OK,,,,,,,,,,,,,,,peer_group_features_enriched.csv,코스닥 전기·전자,전자장비와기기,"동사는 2010년 설립되어 2023년 코스닥시장 상장한 반도체 및 배터리 테스트 핀 제조기업임. 반도체 TEST용 PROBE PIN, ICT PIN, 배터리 충방전 테스트 PIN을 개발·제조하며, 비메모리 반도체 후공정 Wafer Test 및 Final Test용 핀과 2차전지 충방전 테스트 핀을 주력 생산함. 고속 신호 무결성을 보장하는 테스트 솔루션을 제공하고, AI 반도체 생태계 내 신뢰성으로 시장 경쟁력을 강화하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=446540,2026-06-09T18:54:02,ok,0,0,1,1,0,1,1,1,0,0,0,0,0,0
모니터랩,2023-05-19,1583652,434480,20230508000469,[발행조건확정]증권신고서(지분증권),general,30.6,46.9,38.75,7500.0,9800.0,8650.0,9800.0,0.1329,,,,PER,,,2000000.0,19600000000.0,,,,코스닥,0.0,0.0,3.0,partial,342877.0,,,NO_XML_DR,,,,,,,,,,,,,,,peer_group_features_enriched.csv,코스닥 IT 서비스,소프트웨어,"동사는 2005년 B2B 사이버보안 전문으로 설립되어 2023년 코스닥 상장하며, 쏘마 인수로 통합 보안 포트폴리오 완성함. 온프레미스 어플라이언스부터 클라우드 기반 SECaaS 플랫폼까지 다양한 방식 제공하고, 국내 최초 엣지 컴퓨팅 아키텍처 기반 SSE 출시함. 자체 개발 AI/ML 기반 CTI 플랫폼 AILabs로 위협 인텔리전스를 고도화하며, 제로트러스트 솔루션과 관리형 서비스 확대 추진하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=434480,2026-06-09T18:54:03,ok,0,0,1,1,0,0,0,0,0,0,0,1,0,0
모티브링크,2025-02-20,367400,463480,20250210000466,[발행조건확정]증권신고서(지분증권),general,16.98,29.43,23.205,5100.0,6000.0,5550.0,6000.0,0.0811,3204.0,32.04,,PER,7227.0,12390358.0,3020590.0,18123540000.0,17.53,29.88,23.705,코스닥,0.0,0.0,4.0,ok,507340.0,16.978,0.5,OK,,,,,,,,,,,,,,,peer_group_features_enriched.csv,코스닥 전기·전자,자동차부품,"동사는 1977년 전압·전류 제어 변압기 전문업체로 설립되어, 가전용 부품에서 자동차 부품 공급업체로 변모하며 2025년 코스닥에 상장함. 전장부품용 변압기 및 EMC COIL 최적화 설계를 제공하는 국내 유일 기업으로, OBC, LDC, 인버터 자성체 부품 양산하며 전자파 필터 및 ICCU 시스템 개발 진행 중임. 수소전기차용 고용량 제품 개발과 동시에 인공위성, 드론, 국방부품, UAM, 로봇 신규사업 확장하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=463480,2026-06-09T18:54:03,ok,0,0,0,0,1,0,0,1,1,0,1,0,0,0
미트박스,2025-01-23,1374717,475460,20250110000703,[발행조건확정]증권신고서(지분증권),general,29.18,41.5,35.34,19000.0,23000.0,21000.0,19000.0,-0.0952,,11.2287,,PER,32478.0,5642150.0,1000000.0,19000000000.0,29.18,41.5,35.34,코스닥,0.0,0.0,3.0,partial,467403.0,41.4989,0.0,OK,,,,,,31.1915,11.2287,502.2809,171.8128,2024.0,11011.0,192.34,,dart_api,peer_group_features_enriched.csv,코스닥 IT 서비스,인터넷과카탈로그소매,"동사는 2014년 축산물 유통·판매업을 목적으로 설립되었으며, 2025년 1월 코스닥시장에 상장함. 종속회사로 축산물 담보대출 서비스를 제공하는 ㈜미트매치대부와 HACCP 가공장을 보유한 ㈜미트그램을 두고 있음. 축산물 직거래 플랫폼 '미트박스'를 운영하며, 기존 축산물 유통시장의 복잡한 구조와 정보 비대칭성 문제를 해결하고자 IT 기술을 활용한 온라인 직거래 서비스를 제공하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=475460,2026-06-09T18:54:03,ok,0,0,1,0,0,0,0,1,0,0,0,1,0,0
