listing_date,company_name,corp_code,stock_code,matched_name,match_quality,manual_check_needed,discount_rate_low_pct,discount_rate_high_pct,discount_rate_mid_pct,notes,candidates,track_type,rcept_no,report_nm,rcept_dt,dart_url,filing_search_result
2025-06-30,지에프씨생명과학,01221752,388610,지에프씨생명과학,exact,False,29.06,42.97,36.015,,,general,20250618000255,[발행조건확정]증권신고서(지분증권),20250618,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250618000255,ok_pri1
2025-07-04,뉴엔에이아이,,,,not_found,True,26.06,35.92,30.99,,,general,,,,,no_corp_code
2025-07-15,아우토크립트,01649620,331740,아우토크립트,exact,False,21.59,33.35,27.47,,,general,20250702000145,[기재정정]증권신고서(지분증권),20250702,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250702000145,ok_pri2
2025-07-25,뉴로핏,01782004,380550,뉴로핏,exact,False,24.76,38.74,31.75,,,general,20250714000224,[발행조건확정]증권신고서(지분증권),20250714,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250714000224,ok_pri1
2025-07-29,프로티나,01688568,468530,프로티나,exact,False,28.72,43.99,36.355,,,general,20250716000125,[발행조건확정]증권신고서(지분증권),20250716,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250716000125,ok_pri1
2025-08-14,지투지바이오,01577952,456160,지투지바이오,exact,False,42.91,52.76,47.835,,,general,20250804000127,[발행조건확정]증권신고서(지분증권),20250804,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250804000127,ok_pri1
2023-08-10,큐리옥스바이오시스,01498974,445680,큐리옥스바이오시스템즈,partial,False,32.0,44.8,38.4,부분 매칭: 큐리옥스바이오시스 → 큐리옥스바이오시스템즈,,general,20230731000302,[발행조건확정]증권신고서(지분증권),20230731,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230731000302,ok_pri1
2024-06-25,에스오에스랩,01686427,464080,에스오에스랩,exact,False,34.53,45.44,39.985,,,general,20240612000332,[발행조건확정]증권신고서(지분증권),20240612,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240612000332,ok_pri1
2025-07-04,뉴엔AI,01639508,463020,뉴엔AI,exact,False,26.06,35.92,30.99,,,general,20250620000288,[발행조건확정]증권신고서(지분증권),20250620,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250620000288,ok_pri1
2025-08-25,그래피,01565054,318060,그래피,exact,False,32.39,42.53,37.46,,,general,20250808000191,[발행조건확정]증권신고서(지분증권),20250808,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250808000191,ok_pri1
2025-09-19,에스투더블유,01803635,488280,에스투더블유,exact,False,24.05,34.65,29.35,,,general,20250909000313,[발행조건확정]증권신고서(지분증권),20250909,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250909000313,ok_pri1
2025-05-20,바이오비쥬,01657197,489460,바이오비쥬,exact,False,31.42,39.67,35.545,,,general,20250502000293,[발행조건확정]증권신고서(지분증권),20250502,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250502000293,ok_pri1
2025-05-09,원일티엔아이,00488244,136150,원일티엔아이,exact,False,41.12,49.54,45.33,,,general,20250423000260,[발행조건확정]증권신고서(지분증권),20250423,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250423000260,ok_pri1
2025-04-04,한국피아이엠,00765897,448900,한국피아이엠,exact,False,30.59,42.37,36.48,,,general,20250324000424,[발행조건확정]증권신고서(지분증권),20250324,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250324000424,ok_pri1
