input_csv,n_train,n_features,n_segment_features,n_dropped_constant_features,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_r2_mean,cv_r2_std,baseline_rmse,improvement_pct
training_features_expanded_general.csv,138,35,12,2,7.5235,1.2691,6.0776,1.0849,-0.1528,0.1638,7.4937,-0.3981
