company_name,listing_date,corp_code,stock_code,rcept_no,report_nm,track_type,discount_rate_low_pct,discount_rate_high_pct,discount_rate_mid_pct,price_band_low,price_band_high,band_midpoint,final_offering_price,price_vs_mid,net_income_mn,net_income_bn,peer_per,valuation_model,per_stock_value,total_shares,offering_shares,offering_amount,discount_rate_xml_low,discount_rate_xml_high,discount_rate_xml_mid,listing_market,is_tech_special,is_growth_special,filled_key_fields,extraction_status,xml_size,discount_rate_implied,discount_rate_diff,data_quality_flag,net_income_type,institutional_ratio,retail_ratio,discount_rate_xml_source,dart_revenue_bn,dart_op_income_bn,dart_net_income_bn,dart_assets_bn,dart_equity_bn,dart_bsns_year,dart_reprt_code,dart_debt_ratio,dart_op_margin,net_income_source,source_dataset
삼기이브이,2023-02-03,1526806,419050,20230120000341,[발행조건확정]증권신고서(지분증권),general,10.98,25.51,18.245,13800.0,16500.0,15150.0,11000.0,-0.2739,,,,PER,18536.0,,3552037.0,39072407000.0,10.98,25.51,18.245,코스닥,0.0,0.0,3.0,partial,652966.0,40.656,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
삼양엔씨켐,2025-02-03,863533,482630,20250114000181,[발행조건확정]증권신고서(지분증권),general,17.75,26.89,22.32,16000.0,18000.0,17000.0,18000.0,0.0588,16121.0,161.21,,EV/EBITDA,21884.0,10830140.0,1100000.0,19800000000.0,17.7,26.9,22.3,코스닥,0.0,0.0,4.0,ok,463573.0,17.7481,0.02,OK,EBITDA,,,,,,,,,,,,,,ipo_features_raw.csv
삼양컴텍,2025-08-18,00141583,484590,20250801000255,[발행조건확정]증권신고서(지분증권),general,25.25,35.92,30.585,6600.0,7700.0,7150.0,7700.0,0.0769,2.0,0.02,,PER,,,14500000.0,111650000000.0,25.25,35.92,30.585,코스닥,0.0,0.0,4.0,ok,899220.0,,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
삼현,2024-03-21,00262266,437730,20240311000468,[발행조건확정]증권신고서(지분증권),general,12.93,30.28,21.605,20000.0,25000.0,22500.0,30000.0,0.3333,,94.498,,PER,28685.0,,2000000.0,60000000000.0,12.93,30.28,21.605,코스닥,0.0,0.0,3.0,partial,573898.0,-4.5843,0.0,OK,,,,,998.4874,97.9638,94.498,948.5974,485.8354,2023.0,11011.0,95.25,9.81,dart_api,peer_group_expanded_features_enriched.csv
샤페론,2022-10-19,01387164,378800,20221005000182,[발행조건확정]증권신고서(지분증권),general,35.3,48.0,41.65,8200.0,10200.0,9200.0,5000.0,-0.4565,,,,PER,15758.0,,2747000.0,13735000000.0,35.3,48.0,41.65,코스닥,0.0,0.0,3.0,partial,358224.0,68.2701,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
성우,2024-10-30,00319272,458650,20241018000189,[발행조건확정]증권신고서(지분증권),general,14.03,25.89,19.96,25000.0,29000.0,27000.0,32000.0,0.1852,25518.0,255.18,,PER,33732.0,15076980.0,3000000.0,96000000000.0,14.03,25.89,19.96,코스닥,0.0,0.0,4.0,ok,522577.0,5.1346,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
성우,2024-10-31,319272,458650,20241018000189,[발행조건확정]증권신고서(지분증권),general,14.03,25.89,19.96,25000.0,29000.0,27000.0,32000.0,0.1852,,,,PER,33732.0,15076980.0,3000000.0,96000000000.0,14.03,25.89,19.96,코스닥,0.0,0.0,3.0,partial,522577.0,5.1346,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
세나테크놀로지,2025-11-14,01010615,061090,20251031000250,[발행조건확정]증권신고서(지분증권),general,39.44,49.35,44.395,47500.0,56800.0,52150.0,56800.0,0.0892,20549.0,205.49,26.76,PER,93788.0,5862700.0,560000.0,31808000000.0,39.4,49.3,44.35,코스닥,0.0,0.0,5.0,ok,559400.0,39.4379,0.045,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
셀비온,2024-10-16,01275489,308430,20241004000196,[발행조건확정]증권신고서(지분증권),general,41.32,51.1,46.21,10000.0,12200.0,11100.0,15000.0,0.3514,,,,PER,20449.0,,1911000.0,28665000000.0,40.5,51.0,45.75,코스닥,0.0,0.0,3.0,partial,400235.0,26.6468,0.46,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
스마트레이더시스템,2023-08-22,01555215,424960,20230809000641,[발행조건확정]증권신고서(지분증권),general,42.2,50.7,46.45,5800.0,6800.0,6300.0,8000.0,0.2698,,,,PER,11773.0,,2220000.0,17760000000.0,42.24,50.73,46.485,코스닥,0.0,0.0,3.0,partial,460255.0,32.0479,0.035,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
스톰테크,2023-11-20,1226270,352090,20231108000232,[발행조건확정]증권신고서(지분증권),general,26.6,38.2,32.400000000000006,8000.0,9500.0,8750.0,11000.0,0.2571,,,,PER,,,3350000.0,36850000000.0,26.6,38.2,32.4,코스닥,0.0,0.0,3.0,partial,468371.0,,0.0,NO_XML_DR,,,,,,,,,,,,,,,ipo_features_raw.csv
스튜디오미르,2023-02-07,1139965,408900,20230119000286,[발행조건확정]증권신고서(지분증권),general,20.8,38.0,29.4,15300.0,19500.0,17400.0,19500.0,0.1207,,,,PER,24603.0,,1000000.0,,20.8,38.0,29.4,코스닥,0.0,0.0,3.0,partial,466942.0,20.7414,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
스튜디오삼익,2024-02-06,1540815,415380,20240124000150,[발행조건확정]증권신고서(지분증권),general,19.62,29.36,24.49,14500.0,16500.0,15500.0,18000.0,0.1613,,,,PER,20526.0,,,15300000000.0,19.62,29.36,24.49,코스닥,0.0,0.0,3.0,partial,400382.0,12.3063,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
시지트로닉스,2023-08-03,01284751,429270,20230721000279,[발행조건확정]증권신고서(지분증권),general,40.6,46.5,43.55,18000.0,20000.0,19000.0,25000.0,0.3158,,,,PER,33651.0,,900000.0,,40.57,46.51,43.54,코스닥,0.0,0.0,3.0,partial,397255.0,25.708,0.01,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
시큐레터,2023-08-24,01579570,418250,20230811001329,[발행조건확정]증권신고서(지분증권),general,25.9,35.7,30.8,9200.0,10600.0,9900.0,12000.0,0.2121,,,,PER,14313.0,,1333885.0,16006620000.0,26.0,36.0,31.0,코스닥,0.0,0.0,3.0,partial,986493.0,16.1601,0.2,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
시큐센,2023-06-29,1113499,232830,20230619000132,[발행조건확정]증권신고서(지분증권),konex_transfer,13.95,28.29,21.12,2000.0,2400.0,2200.0,3000.0,0.3636,,,,PER,2789.0,,1948000.0,5844000000.0,,,,코스닥,0.0,0.0,3.0,partial,349394.0,-7.5654,,NO_XML_DR,,,,,,,,,,,,,,,ipo_features_raw.csv
심플랫폼,2025-03-21,01590980,444530,20250310000115,[발행조건확정]증권신고서(지분증권),general,21.84,32.26,27.05,13000.0,15000.0,14000.0,15000.0,0.0714,4116.0,41.16,30.99,PER,19192.0,6647443.0,920000.0,13800000000.0,22.04,32.64,27.34,코스닥,0.0,0.0,5.0,ok,587582.0,21.8424,0.29,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
싸이닉솔루션,2025-07-07,00874168,234030,20250624000255,[발행조건확정]증권신고서(지분증권),general,8.74,22.33,15.535,4000.0,4700.0,4350.0,4700.0,0.0805,4003.0,40.03,,PER,5150.0,23605000.0,3500000.0,16450000000.0,8.74,22.33,15.535,코스닥,0.0,0.0,4.0,ok,431658.0,8.7379,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
쎄크,2025-04-28,00406222,081180,20250416000412,[발행조건확정]증권신고서(지분증권),general,23.52,33.71,28.615,13000.0,15000.0,14000.0,15000.0,0.0714,8043.0,80.43,21.52,PER,19612.0,8825535.0,,18000000000.0,23.52,33.71,28.615,코스닥,0.0,0.0,5.0,ok,438466.0,23.5162,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
쏘닉스,2023-11-07,00561723,088280,20231025000085,[발행조건확정]증권신고서(지분증권),general,24.55,46.1,35.325,5000.0,7000.0,6000.0,7500.0,0.25,,,,PER,9277.0,,3600000.0,27000000000.0,24.55,46.1,35.325,코스닥,0.0,0.0,3.0,partial,440855.0,19.1549,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
쓰리빌리언,2024-11-14,01506617,394800,20241101000139,[발행조건확정]증권신고서(지분증권),general,11.15,38.49,24.82,4500.0,6500.0,5500.0,4500.0,-0.1818,8712.0,87.12,,PER,7315.0,31770176.0,3200000.0,14400000000.0,11.15,38.49,24.82,코스닥,0.0,0.0,4.0,ok,520768.0,38.4826,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
쓰리에이로직스,2024-12-24,00870065,177900,20241212000606,[발행조건확정]증권신고서(지분증권),general,45.4,52.9,49.15,15700.0,18200.0,16950.0,11000.0,-0.351,,,,PER,,,1857400.0,20431400000.0,45.4,52.9,49.15,코스닥,0.0,0.0,3.0,partial,488615.0,,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
씨메스,2024-10-24,01588189,475400,20241014000121,[기재정정]증권신고서(지분증권),general,15.71,29.76,22.735,20000.0,24000.0,22000.0,30000.0,0.3636,7556.0,75.56,45.12,PER,28472.0,11972920.0,2600000.0,,15.71,29.76,22.735,코스닥,0.0,0.0,5.0,ok,3914502.0,-5.3667,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
씨엠티엑스,2025-11-20,01529982,388210,20251107000432,[발행조건확정]증권신고서(지분증권),general,33.56,44.0,38.78,55000.0,60500.0,57750.0,60500.0,0.0476,45655.0,456.55,,PER,91066.0,9608767.0,1000000.0,60500000000.0,33.56,44.0,38.78,코스닥,0.0,0.0,4.0,ok,703219.0,33.5647,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
아로마티카,2025-11-27,01381805,,20251117000056,[발행조건확정]증권신고서(지분증권),general,19.95,39.96,29.955,6000.0,8000.0,7000.0,8000.0,0.1429,4925.0,49.25,,PER,9994.0,12802170.0,3000000.0,24000000000.0,19.95,39.96,29.955,코스닥,0.0,0.0,4.0,ok,914102.0,19.952,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
아스테라시스,2025-01-24,1590528,450950,20250113000245,[발행조건확정]증권신고서(지분증권),general,13.7,24.95,19.325,4000.0,4600.0,4300.0,4600.0,0.0698,,,31.89,PER,5330.0,36514642.0,3650000.0,16790000000.0,13.7,24.95,19.325,코스닥,0.0,0.0,4.0,ok,395677.0,13.6961,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
아우토크립트,2025-07-15,01649620,331740,20250702000145,[기재정정]증권신고서(지분증권),general,21.59,33.35,27.47,18700.0,22000.0,20350.0,22000.0,0.0811,17608.0,176.08,23.58,PER,28058.0,10076324.0,1400000.0,,21.7,33.5,27.6,코스닥,0.0,0.0,5.0,ok,4902418.0,21.591,0.13,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
아이빔테크놀로지,2024-08-06,01678312,460470,20240723000178,[발행조건확정]증권신고서(지분증권),general,23.9,34.6,29.25,7300.0,8500.0,7900.0,10000.0,0.2658,,,29.7,PER,11170.0,15749370.0,2234000.0,22340000000.0,23.9,34.6,29.25,코스닥,0.0,0.0,4.0,ok,689634.0,10.4745,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
아이스크림미디어,2024-08-30,657224,461300,20240820000053,[발행조건확정]증권신고서(지분증권),general,9.41,27.89,18.65,32000.0,40200.0,36100.0,32000.0,-0.1136,28279.0,282.79,,PER,44374.0,13678433.0,2460000.0,,9.41,27.89,18.65,코스닥,0.0,0.0,4.0,ok,302356.0,27.8857,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
아이씨티케이,2024-05-17,01373709,456010,20240503000443,[발행조건확정]증권신고서(지분증권),general,15.0,31.0,23.0,13000.0,16000.0,14500.0,20000.0,0.3793,,-90.3071,,PER,18828.0,,1970000.0,39400000000.0,,,,코스닥,0.0,0.0,3.0,partial,712437.0,-6.2248,,NO_XML_DR,,,,,61.8751,-23.6461,-90.3071,104.1281,94.0827,2023.0,11011.0,10.68,-38.22,dart_api,peer_group_expanded_features_enriched.csv
아이언디바이스,2024-09-23,01706794,464500,20240906000321,[발행조건확정]증권신고서(지분증권),general,25.45,35.91,30.68,4900.0,5700.0,5300.0,7000.0,0.3208,,,,PER,7646.0,,3000000.0,21000000000.0,25.45,35.91,30.68,코스닥,0.0,0.0,3.0,partial,434285.0,8.4489,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
아이엠비디엑스,2024-04-03,01497373,461030,20240322000928,[발행조건확정]증권신고서(지분증권),general,24.77,41.49,33.13,7700.0,9900.0,8800.0,13000.0,0.4773,,,,PER,13160.0,,2500000.0,32500000000.0,24.77,41.49,33.13,코스닥,0.0,0.0,3.0,partial,424337.0,1.2158,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
아이엠티,2023-10-10,01546101,451220,20230914000342,[발행조건확정]증권신고서(지분증권),general,40.04,47.53,43.785,10500.0,12000.0,11250.0,14000.0,0.2444,,,,PER,,,47400.0,22120000000.0,,,,코스닥,0.0,0.0,3.0,partial,368254.0,,,NO_XML_DR,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
아이지넷,2025-02-04,01728167,462980,20250117000291,[발행조건확정]증권신고서(지분증권),general,26.96,37.39,32.175,6000.0,7000.0,6500.0,7000.0,0.0769,6703.0,67.03,,PER,9584.0,18304437.0,60000.0,14000000000.0,26.96,37.39,32.175,코스닥,0.0,0.0,4.0,ok,607751.0,26.9616,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
아이티켐,2025-08-07,00914341,309710,20250725000509,[발행조건확정]증권신고서(지분증권),general,23.32,30.94,27.13,14500.0,16100.0,15300.0,16100.0,0.0523,,,24.9,EV/EBITDA,20996.0,13094481.0,2000000.0,32200000000.0,23.32,30.94,27.13,코스닥,0.0,0.0,4.0,ok,613727.0,23.3187,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
알멕,2023-06-30,00229030,354320,20230616000534,[발행조건확정]증권신고서(지분증권),general,17.78,26.91,22.345,40000.0,45000.0,42500.0,50000.0,0.1765,35156.0,351.56,13.7,PER,54729.0,6396381.0,1000000.0,50000000000.0,17.78,26.91,22.345,코스닥,0.0,0.0,5.0,ok,582849.0,8.6408,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
알지노믹스,2025-12-18,01596920,476830,20251205000229,[발행조건확정]증권신고서(지분증권),general,26.49,44.46,35.475,17000.0,22500.0,19750.0,22500.0,0.1392,,-188.5012,29.58,PER,30609.0,14259479.0,2060000.0,46350000000.0,26.49,44.46,35.475,코스닥,0.0,0.0,4.0,ok,1240655.0,26.4922,0.0,OK,,,,,0.0,-128.6197,-188.5012,281.4687,-932.1712,2024.0,11011.0,-130.19,,dart_api,peer_group_expanded_features_enriched.csv
에스바이오메딕스,2023-05-04,01258020,304360,20230420000516,[발행조건확정]증권신고서(지분증권),general,52.0,57.3,54.65,16000.0,18000.0,17000.0,18000.0,0.0588,,,,PER,37480.0,,,13500000000.0,52.0,57.5,54.75,코스닥,0.0,0.0,3.0,partial,465759.0,51.9744,0.1,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
에스비비테크,2022-10-17,00567897,389500,20221004000084,[발행조건확정]증권신고서(지분증권),general,32.9,45.3,39.1,10100.0,12400.0,11250.0,12400.0,0.1022,,,,PER,18470.0,,54000.0,,32.86,45.31,39.085,코스닥,0.0,0.0,3.0,partial,555689.0,32.8641,0.015,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
에스엔시스,2025-08-19,01294110,,20250805000193,[발행조건확정]증권신고서(지분증권),general,28.8,36.0,32.4,27000.0,30000.0,28500.0,30000.0,0.0526,18462.0,184.62,,PER,42200.0,9440268.0,1900000.0,57000000000.0,28.8,36.0,32.4,코스닥,0.0,0.0,4.0,ok,779235.0,28.91,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
에스오에스랩,2024-06-25,01686427,464080,20240612000332,[발행조건확정]증권신고서(지분증권),general,34.53,45.44,39.985,7500.0,9000.0,8250.0,11500.0,0.3939,,,,PER,13747.0,17991970.0,2000000.0,23000000000.0,34.53,45.44,39.985,코스닥,0.0,0.0,3.0,partial,583517.0,16.3454,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
에스와이스틸텍,2023-11-13,1135084,365330,20231031000076,[발행조건확정]증권신고서(지분증권),general,20.0,36.0,28.0,1200.0,1500.0,1350.0,1800.0,0.3333,,,,PER,,,7000000.0,12600000000.0,20.0,36.0,28.0,코스닥,0.0,0.0,3.0,partial,360534.0,,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
에스투더블유,2025-09-19,01803635,488280,20250909000313,[발행조건확정]증권신고서(지분증권),general,24.05,34.65,29.35,11400.0,13200.0,12300.0,13200.0,0.0732,,,19.36,PER,17399.0,11058366.0,1580000.0,20856000000.0,24.05,34.65,29.35,코스닥,0.0,0.0,4.0,ok,444263.0,24.1336,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
에어레인,2024-11-08,01663116,163280,20241023000152,[발행조건확정]증권신고서(지분증권),general,30.8,40.15,35.475,16000.0,18500.0,17250.0,23000.0,0.3333,,,,PER,27878.0,,,,30.8,40.15,35.475,코스닥,0.0,0.0,3.0,partial,452311.0,17.4977,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
에이럭스,2024-11-01,1641600,475580,20241021000237,[발행조건확정]증권신고서(지분증권),general,13.41,26.24,19.825,11500.0,13500.0,12500.0,16000.0,0.28,4169.567,41.6957,51.56,PER,15591.0,13789430.0,1500000.0,24000000000.0,13.41,26.24,19.825,코스닥,0.0,0.0,5.0,ok,695495.0,-2.6233,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
에이에스텍,2023-11-28,1538528,453860,20231115000157,[발행조건확정]증권신고서(지분증권),general,21.96,34.44,28.2,21000.0,25000.0,23000.0,28000.0,0.2174,,,,PER,,,35715.0,39396000000.0,21.96,34.44,28.2,코스닥,0.0,0.0,3.0,partial,508140.0,,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
에이엘티,2023-07-27,493325,172670,20230714000210,[발행조건확정]증권신고서(지분증권),general,24.48,38.48,31.48,16700.0,20500.0,18600.0,25000.0,0.3441,,,,PER,27146.0,,900000.0,,24.48,38.48,31.48,코스닥,0.0,0.0,3.0,partial,276827.0,7.9054,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
에이유브랜즈,2025-04-03,1803927,481070,20250321000213,[발행조건확정]증권신고서(지분증권),general,8.79,20.19,14.49,14000.0,16000.0,15000.0,16000.0,0.0667,10658.266,106.5827,23.47,PER,17542.0,14260000.0,60000.0,32000000000.0,8.79,20.19,14.49,코스닥,0.0,0.0,5.0,ok,590422.0,8.7903,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
에이직랜드,2023-11-13,1540453,445090,20231031000244,[발행조건확정]증권신고서(지분증권),general,30.96,38.38,34.67,19100.0,21400.0,20250.0,25000.0,0.2346,,,,PER,30998.0,,2636330.0,65908250000.0,30.96,38.38,34.67,코스닥,0.0,0.0,3.0,partial,768583.0,19.3496,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
에이치브이엠,2024-06-28,01011368,295310,20240618000224,[발행조건확정]증권신고서(지분증권),general,17.0,36.0,26.5,11000.0,14200.0,12600.0,18000.0,0.4286,,,,PER,17139.0,,2400000.0,43200000000.0,17.0,36.0,26.5,코스닥,0.0,0.0,3.0,partial,604048.0,-5.0236,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
에이치엔에스하이텍,2024-10-25,311216,044990,20241011000542,[발행조건확정]증권신고서(지분증권),general,19.37,31.78,25.575000000000003,22000.0,26000.0,24000.0,22000.0,-0.0833,13082.172,130.8217,,PER,32247.0,8061064.0,500000.0,,19.37,31.78,25.575,코스닥,0.0,0.0,4.0,ok,390590.0,31.7766,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
에이텀,2023-12-01,01444380,355690,20231117000115,[발행조건확정]증권신고서(지분증권),general,25.08,42.56,33.82,23000.0,30000.0,26500.0,18000.0,-0.3208,,,,PER,40043.0,,19500.0,,25.08,42.56,33.82,코스닥,0.0,0.0,3.0,partial,345329.0,55.0483,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
에이프릴바이오,2022-07-28,01375822,397030,20220718000098,[발행조건확정]증권신고서(지분증권),general,40.3,48.1,44.2,20000.0,23000.0,21500.0,16000.0,-0.2558,28058.0,280.58,29.58,PER,37346.0,11533445.0,1296000.0,20736000000.0,38.41,46.45,42.43,코스닥,0.0,0.0,5.0,ok,542492.0,57.1574,1.77,MINOR_DIFF,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
에임드바이오,2025-12-04,01781999,,20251120000438,[발행조건확정]증권신고서(지분증권),general,29.0,41.9,35.45,9000.0,11000.0,10000.0,11000.0,0.1,46461.0,464.61,22.2,PER,15483.0,66561193.0,6430000.0,70730000000.0,29.0,41.9,35.45,코스닥,0.0,0.0,5.0,ok,555802.0,28.9543,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
에코아이,2023-11-21,1218299,448280,20231109000215,[발행조건확정]증권신고서(지분증권),general,15.6,30.7,23.15,28500.0,34700.0,31600.0,34700.0,0.0981,17474.0,174.74,,PER,41085.0,,2079000.0,72141300000.0,15.6,30.7,23.15,코스닥,0.0,0.0,4.0,ok,565521.0,15.541,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
엑셀세라퓨틱스,2024-07-15,01492217,373110,20240702000251,[발행조건확정]증권신고서(지분증권),general,24.4,39.13,31.765,6200.0,7700.0,6950.0,10000.0,0.4388,,-92.805,,PER,10186.0,,1618000.0,,24.4,39.13,31.765,코스닥,0.0,0.0,3.0,partial,509261.0,1.826,0.0,OK,,,,,11.239,-87.0584,-92.805,104.6825,23.835,2023.0,11011.0,339.2,-774.61,dart_api,peer_group_expanded_features_enriched.csv
엔알비,2025-07-28,01708163,475230,20250716000293,[발행조건확정]증권신고서(지분증권),general,9.99,22.85,16.42,18000.0,21000.0,19500.0,21000.0,0.0769,21738.0,217.38,16.08,EV/EBITDA,23330.0,,2100000.0,44100000000.0,9.99,22.85,16.42,코스닥,0.0,0.0,5.0,ok,845416.0,9.9871,0.0,OK,EBITDA,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
엔젤로보틱스,2024-03-26,01592049,455900,20240313000679,[발행조건확정]증권신고서(지분증권),general,16.81,38.99,27.9,11000.0,15000.0,13000.0,20000.0,0.5385,,-92.3895,,PER,18030.0,,1600000.0,32000000000.0,16.81,38.99,27.9,코스닥,0.0,0.0,3.0,partial,317697.0,-10.9262,0.0,OK,,,,,51.4619,-64.9661,-92.3895,213.1817,86.779,2023.0,11011.0,145.66,-126.24,dart_api,peer_group_expanded_features_enriched.csv
엔젯,2022-11-18,01587056,419080,20221108000080,[발행조건확정]증권신고서(지분증권),general,20.2,37.0,28.6,12000.0,15200.0,13600.0,10000.0,-0.2647,,,,PER,19055.0,,63000.0,21000000000.0,20.23,37.02,28.625,코스닥,0.0,0.0,3.0,partial,374875.0,47.5203,0.025,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
엘케이켐,2025-02-25,1747977,489500,20250212000695,[발행조건확정]증권신고서(지분증권),general,29.73,39.77,34.75,18000.0,21000.0,19500.0,21000.0,0.0769,,,,PER,29883.0,6424676.0,,21000000000.0,29.73,39.76,34.745,코스닥,0.0,0.0,3.0,partial,393939.0,29.7259,0.005,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
엠디바이스,2025-03-07,1022142,226590,20250221000431,[발행조건확정]증권신고서(지분증권),general,40.11,48.36,44.235,7200.0,8350.0,7775.0,8350.0,0.074,9385.0,93.85,15.95,PER,13942.0,,1260000.0,10521000000.0,40.11,48.36,44.235,코스닥,0.0,0.0,5.0,ok,855116.0,40.109,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
엠아이큐브솔루션,2023-08-04,1497142,373170,20230725000127,[발행조건확정]증권신고서(지분증권),general,24.48,35.81,30.145000000000003,8500.0,10000.0,9250.0,12000.0,0.2973,,,,PER,13242.0,,,14520000000.0,24.48,35.81,30.145,코스닥,0.0,0.0,3.0,partial,404009.0,9.3792,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
엠오티,2024-11-18,1563922,413390,20241106000087,[발행조건확정]증권신고서(지분증권),general,6.48,19.84,13.16,12000.0,14000.0,13000.0,10000.0,-0.2308,,,,PER,14970.0,12174580.0,1750000.0,17500000000.0,6.48,19.84,13.16,코스닥,0.0,0.0,3.0,partial,620383.0,33.1997,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
오가노이드사이언스,2025-05-09,01626391,476040,20250424000315,[발행조건확정]증권신고서(지분증권),general,18.88,34.33,26.605,17000.0,21000.0,19000.0,21000.0,0.1053,10305.0,103.05,,PER,25888.0,6854655.0,36000.0,25200000000.0,18.88,34.33,26.605,코스닥,0.0,0.0,4.0,ok,375349.0,18.8813,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
오름테라퓨틱,2025-02-14,01658831,475830,20250203000294,[발행조건확정]증권신고서(지분증권),general,65.27,72.22,68.745,24000.0,30000.0,27000.0,20000.0,-0.2593,99290.1169,992.9012,,PER,86388.0,22136419.0,2500000.0,50000000000.0,65.27,72.22,68.745,코스닥,0.0,0.0,4.0,ok,530241.0,76.8486,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
오브젠,2023-01-30,01472930,417860,20230113000327,[발행조건확정]증권신고서(지분증권),general,22.2,41.6,31.9,18000.0,24000.0,21000.0,18000.0,-0.1429,,-19.4675,,PER,30843.0,,23279.0,13967208000.0,22.19,41.64,31.915,코스닥,0.0,0.0,3.0,partial,329876.0,41.6399,0.015,OK,,,,,,-20.4544,-19.4675,105.3332,1.0598,2022.0,11011.0,9839.02,,dart_api,peer_group_expanded_features_enriched.csv
오상헬스케어,2024-03-13,260657,036220,20240229002403,[기재정정]증권신고서(지분증권),general,39.89,47.91,43.9,13000.0,15000.0,14000.0,20000.0,0.4286,1210.0,12.1,,EV/EBITDA,24954.0,14989416.0,990000.0,,39.89,47.91,43.9,,0.0,0.0,4.0,ok,4526431.0,19.8525,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv
온코크로스,2024-12-18,01423916,382150,20241205000549,[발행조건확정]증권신고서(지분증권),general,15.18,30.35,22.765,10100.0,12300.0,11200.0,7300.0,-0.3482,9904.0,99.04,,PER,14502.0,12666957.0,1423000.0,10387900000.0,15.18,30.35,22.765,코스닥,0.0,0.0,4.0,ok,451209.0,49.6621,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
와이랩,2023-07-20,01406265,432430,20230706000314,[발행조건확정]증권신고서(지분증권),general,23.59,33.14,28.365,7000.0,8000.0,7500.0,9000.0,0.2,,,,PER,10470.0,,90000.0,27000000000.0,23.59,33.14,28.365,코스닥,0.0,0.0,3.0,partial,471971.0,14.0401,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv
