company_name,listing_date,corp_code,rcept_no,report_nm,track_type,discount_rate_low_pct,discount_rate_high_pct,discount_rate_mid_pct,final_offering_price,valuation_model,offering_amount,listing_market,is_tech_special,is_growth_special,filled_key_fields,extraction_status,xml_size,discount_rate_diff,data_quality_flag,price_band_low,price_band_high,band_midpoint,price_vs_mid,per_stock_value,discount_rate_xml_low,discount_rate_xml_high,discount_rate_xml_mid,discount_rate_implied,total_shares,net_income_mn,net_income_bn,peer_per,offering_shares,discount_rate_xml_source,institutional_ratio,retail_ratio,net_income_type
코난테크놀로지,2022-07-07,00601988,20220624000079,[발행조건확정]증권신고서(지분증권),general,25.7,37.6,31.65,25000.0,PER,30000000000.0,코스닥,0.0,0.0,3.0,partial,321611.0,0.005,OK,21000.0,25000.0,23000.0,0.087,33648.0,25.7,37.59,31.645,25.7014,,,,,1200000.0,,,,
코셈,2024-02-23,01493793,20240206000485,[발행조건확정]증권신고서(지분증권),general,16.65,28.56,22.605,16000.0,PER,9600000000.0,코스닥,0.0,0.0,3.0,partial,682558.0,0.0,OK,12000.0,14000.0,13000.0,0.2308,16796.0,16.65,28.56,22.605,4.7392,,,,,600000.0,,,,
코츠테크놀로지,2023-08-10,00959210,20230731000178,[발행조건확정]증권신고서(지분증권),general,23.69,33.65,28.67,13000.0,PER,13000000000.0,코스닥,0.0,0.0,3.0,partial,481817.0,0.0,OK,10000.0,11500.0,10750.0,0.2093,15071.0,23.69,33.65,28.67,13.7416,,,,,,,,,
코칩,2024-05-07,00446901,20240423000279,[발행조건확정]증권신고서(지분증권),general,9.08,28.57,18.825,18000.0,EV/EBITDA,18000.0,코스닥,0.0,0.0,4.0,ok,652369.0,0.0,OK,11000.0,14000.0,12500.0,0.44,15399.0,9.08,28.57,18.825,-16.8907,,,,22.52,1500000.0,,,,
쿼드메디슨,2025-12-12,01671285,20251201000475,[발행조건확정]증권신고서(지분증권),general,19.27,35.41,27.34,15000.0,PER,25500000000.0,코스닥,0.0,0.0,3.0,partial,593858.0,0.0,OK,12000.0,15000.0,13500.0,0.1111,18579.0,19.27,35.41,27.34,19.2637,,,,,1700000.0,,,,
퀄리타스반도체,2023-10-27,01584183,20231017000136,[발행조건확정]증권신고서(지분증권),general,24.13,34.25,29.19,17000.0,PER,30600000000.0,코스닥,0.0,0.0,3.0,partial,400734.0,0.0,OK,13000.0,15000.0,14000.0,0.2143,19771.0,24.13,34.25,29.19,14.0155,,,,,54000.0,,,,
큐라티스,2023-06-15,01357765,20230602000188,[발행조건확정]증권신고서(지분증권),general,42.3,53.1,47.7,4000.0,PER,14000000000.0,코스닥,0.0,0.0,3.0,partial,605550.0,,NO_XML_DR,6500.0,8000.0,7250.0,-0.4483,13869.0,,,,71.1587,,,,,,,,,
큐로셀,2023-11-09,01492651,20231030000431,[발행조건확정]증권신고서(지분증권),general,21.18,29.88,25.53,20000.0,PER,32000000000.0,코스닥,0.0,0.0,3.0,partial,820801.0,27.4112,MISMATCH_CHECK,29800.0,33500.0,31650.0,-0.3681,42500.0,,,52.9412,52.9412,,,,,1600000.0,implied,,,
큐리오시스,2025-11-13,01786958,20251103000098,[발행조건확정]증권신고서(지분증권),general,25.51,39.05,32.28,22000.0,PER,26400000000.0,코스닥,0.0,0.0,4.0,ok,521598.0,0.0,OK,18000.0,22000.0,20000.0,0.1,29533.0,25.51,39.05,32.28,25.5071,7691882.0,,,27.1,36000.0,,,,
큐리옥스바이오시스,2023-08-10,01498974,20230731000302,[발행조건확정]증권신고서(지분증권),general,32.0,44.8,38.4,13000.0,PER,18200000000.0,코스닥,0.0,0.0,3.0,partial,313527.0,6.3702,MISMATCH_CHECK,13000.0,16000.0,14500.0,-0.1034,23538.0,,,44.7702,44.7702,,,,,,implied,,,
큐리옥스바이오시스템즈,2023-08-10,01498974,20230731000302,[발행조건확정]증권신고서(지분증권),general,32.0,44.8,38.4,13000.0,PER,18200000000.0,코스닥,0.0,0.0,3.0,partial,313527.0,6.3702,MISMATCH_CHECK,13000.0,16000.0,14500.0,-0.1034,23538.0,,,44.7702,44.7702,,,,,,implied,,,
클로봇,2024-10-28,01784914,20241015000370,[발행조건확정]증권신고서(지분증권),general,25.22,35.51,30.365,13000.0,PER,39000000000.0,코스닥,0.0,0.0,4.0,ok,916263.0,0.0,OK,9400.0,10900.0,10150.0,0.2808,14576.0,25.22,35.51,30.365,10.8123,25136306.0,9245.0,92.45,,3000000.0,,,,
키스트론,2025-06-02,00204323,20250520000280,[발행조건확정]증권신고서(지분증권),general,20.0,31.0,25.5,3600.0,PER,22680000000.0,코스닥,0.0,0.0,3.0,partial,642729.0,0.0,OK,3100.0,3600.0,3350.0,0.0746,4470.0,20.0,31.0,25.5,19.4631,,,,,6300000.0,,,,
탑런토탈솔루션,2024-11-01,00814582,20241022000214,[발행조건확정]증권신고서(지분증권),general,37.85,46.73,42.29,18000.0,PER,45000000000.0,,0.0,0.0,1.0,fail,159825.0,,NO_XML_DR,,,,,,,,,,,,,,2500000.0,,,,
템즈,2023-08-10,,,,general,32.0,44.8,38.4,,,,,,,,no_rcept_no,,,,,,,,,,,,,,,,,,,,,
토마토시스템,2023-04-27,01436479,20230414000088,[발행조건확정]증권신고서(지분증권),general,21.35,35.52,28.435,18200.0,PER,15652000000.0,코스닥,0.0,0.0,3.0,partial,270333.0,0.0,OK,18200.0,22200.0,20200.0,-0.099,28225.0,21.35,35.52,28.435,35.5182,,,,,860000.0,,,,
토모큐브,2024-11-07,01573336,20241025000261,[발행조건확정]증권신고서(지분증권),general,14.51,30.46,22.485,16000.0,PER,32000000000.0,코스닥,0.0,0.0,3.0,partial,419308.0,0.0,OK,10900.0,13400.0,12150.0,0.3169,15675.0,14.51,30.46,22.485,-2.0734,,,,,2000000.0,,,,
트루엔,2023-05-17,01134216,20230503000315,[발행조건확정]증권신고서(지분증권),general,23.47,36.22,29.845,12000.0,PER,30000000000.0,코스닥,0.0,0.0,3.0,partial,406518.0,0.0,OK,10000.0,12000.0,11000.0,0.0909,15680.0,23.47,36.22,29.845,23.4694,,,,,2500000.0,,,,
티디에스팜,2024-08-21,01232192,20240808000209,[발행조건확정]증권신고서(지분증권),general,11.86,21.75,16.805,13000.0,PER,13000000000.0,코스닥,0.0,0.0,4.0,ok,513642.0,0.0,OK,9500.0,10700.0,10100.0,0.2871,12140.0,11.86,21.75,16.805,-7.084,5530000.0,4392.286,43.9229,,1000000.0,,,,
티엑스알로보틱스,2025-03-20,01458161,20250307001078,[발행조건확정]증권신고서(지분증권),general,25.49,36.53,31.01,13500.0,PER,41517900000.0,코스닥,0.0,0.0,3.0,partial,1093809.0,0.0,OK,11500.0,13500.0,12500.0,0.08,18119.0,25.49,36.53,31.01,25.4926,11453434.0,,,,3075400.0,,,,
티이엠씨,2023-01-19,01301252,20230109000347,[발행조건확정]증권신고서(지분증권),general,19.7,32.4,26.05,28000.0,PER,,코스닥,0.0,0.0,3.0,partial,639425.0,0.01,OK,32000.0,38000.0,35000.0,-0.2,47325.0,19.7,32.38,26.04,40.8347,,,,,31250.0,,,,
파두,2023-08-07,01292291,20230726000458,[발행조건확정]증권신고서(지분증권),general,24.2,36.4,30.3,31000.0,PER,193750000000.0,코스닥,0.0,0.0,4.0,ok,864182.0,0.0,OK,26000.0,31000.0,28500.0,0.0877,40912.0,24.2,36.4,30.3,24.2276,,94820.0,948.2,,6250000.0,,,,
파로스아이바이오,2023-07-27,01495180,20230713000053,[발행조건확정]증권신고서(지분증권),general,44.4,56.7,50.55,14000.0,PER,19600000000.0,코스닥,0.0,0.0,3.0,partial,349456.0,0.0,OK,14000.0,18000.0,16000.0,-0.125,32357.0,44.37,56.73,50.55,56.7327,,,,,42000.0,,,,
파인메딕스,2024-12-26,01455410,20241213000142,[발행조건확정]증권신고서(지분증권),general,32.81,39.53,36.17,10000.0,PER,9000000000.0,코스닥,0.0,0.0,4.0,ok,369723.0,0.0,OK,9000.0,10000.0,9500.0,0.0526,14883.0,32.81,39.53,36.17,32.8092,5704900.0,4754.0,47.54,,900000.0,,,,
페스카로,2025-12-10,01817920,20251128001952,[발행조건확정]증권신고서(지분증권),general,25.57,39.98,32.775,15500.0,PER,20150000000.0,코스닥,0.0,0.0,4.0,ok,776427.0,0.0,OK,12500.0,15500.0,14000.0,0.1071,20826.0,25.57,39.98,32.775,25.5738,9866730.0,8069.0,80.69,,1300000.0,,,,
포스뱅크,2024-01-29,00862312,20240115000358,[발행조건확정]증권신고서(지분증권),general,17.23,28.26,22.745,18000.0,PER,27000000000.0,코스닥,0.0,0.0,4.0,ok,418687.0,0.0,OK,13000.0,15000.0,14000.0,0.2857,18122.0,17.23,28.26,22.745,0.6732,,4479.0,44.79,,1500000.0,,,,
풍원정밀,2022-02-28,00417167,20220215000835,[발행조건확정]증권신고서(지분증권),general,22.8,32.9,27.85,15200.0,PER,45600000000.0,코스닥,0.0,0.0,4.0,ok,278262.0,5.0897,MISMATCH_CHECK,13200.0,15200.0,14200.0,0.0704,19679.0,,,22.7603,22.7603,,15798.0,157.98,,3000000.0,implied,,,
퓨런티어,2022-02-23,01357446,20220210000269,[발행조건확정]증권신고서(지분증권),general,24.3,37.0,30.65,15000.0,PER,24000000000.0,코스닥,0.0,0.0,3.0,partial,424301.0,13.5504,MISMATCH_CHECK,11400.0,13700.0,12550.0,0.1952,18094.0,,,17.0996,17.0996,,,,,1600000.0,implied,,,
퓨릿,2023-10-18,01027828,20231004000216,[발행조건확정]증권신고서(지분증권),general,28.0,40.5,34.25,10700.0,EV/EBITDA,,코스닥,0.0,0.0,3.0,partial,562108.0,0.0,OK,8800.0,10700.0,9750.0,0.0974,14824.0,28.0,40.5,34.25,27.8198,,,,,4137000.0,,,,
프로테옴텍,2023-06-16,,,,general,15.4,30.7,23.05,,,,,,,,no_rcept_no,,,,,,,,,,,,,,,,,,,,,
프로티나,2025-07-29,01688568,20250716000125,[발행조건확정]증권신고서(지분증권),general,28.72,43.99,36.355,14000.0,PER,21000000000.0,코스닥,0.0,0.0,3.0,partial,532810.0,7.6345,MISMATCH_CHECK,11000.0,14000.0,12500.0,0.12,19641.0,,,28.7205,28.7205,11435950.0,,,,45000.0,implied,,,
플라즈맵,2022-10-21,01575839,20221011000097,[발행조건확정]증권신고서(지분증권),general,31.5,43.9,37.7,7000.0,PER,12397000000.0,코스닥,0.0,0.0,3.0,partial,362330.0,0.02,OK,9000.0,11000.0,10000.0,-0.3,16057.0,31.49,43.95,37.72,56.4053,,,,,53130.0,,,,
피아이이,2025-02-04,01429220,20250116000121,[발행조건확정]증권신고서(지분증권),general,23.97,39.17,31.57,5000.0,PER,14400000000.0,코스닥,0.0,0.0,4.0,ok,458502.0,0.005,OK,4000.0,5000.0,4500.0,0.1111,6576.0,23.96,39.17,31.565,23.9659,36201000.0,11981.0,119.81,,3600000.0,,,,
피앤에스미캐닉스,2024-07-31,,,,general,24.41,37.75,31.08,,,,,,,,no_rcept_no,,,,,,,,,,,,,,,,,,,,,
핀텔,2022-10-20,01524507,20221007000272,[발행조건확정]증권신고서(지분증권),general,21.0,33.4,27.2,8900.0,PER,17800000000.0,코스닥,0.0,0.0,5.0,ok,725727.0,0.35,OK,7500.0,8900.0,8200.0,0.0854,11263.0,20.9,32.8,26.85,20.9802,22055945.0,10950.0,109.5,20.5,60000.0,,,,
필에너지,2023-07-14,01488320,20230704000144,[첨부정정]증권신고서(지분증권),general,20.73,30.5,25.615,,,,,,,,download_failed,,,,,,,,,,,,,,,,,,,,,
하스,2024-07-03,01663569,20240621000067,[발행조건확정]증권신고서(지분증권),general,11.72,33.79,22.755,16000.0,PER,28960000000.0,코스닥,0.0,0.0,4.0,ok,550795.0,0.0,OK,9000.0,12000.0,10500.0,0.5238,13594.0,11.72,33.79,22.755,-17.699,8376603.0,6320.0,63.2,,1810000.0,,,,
하이젠알앤엠,2024-06-27,00650771,20240617000110,[발행조건확정]증권신고서(지분증권),general,19.13,33.83,26.48,7000.0,EV/EBITDA,,코스닥,0.0,0.0,4.0,ok,575891.0,0.0,OK,4500.0,5500.0,5000.0,0.4,6801.0,19.13,33.83,26.48,-2.926,,,,33.44,3400000.0,,,,
한국피아이엠,2025-04-04,00765897,20250324000424,[발행조건확정]증권신고서(지분증권),general,30.59,42.37,36.48,11200.0,EV/EBITDA,14560000000.0,코스닥,0.0,0.0,5.0,ok,712141.0,0.0,OK,9300.0,11200.0,10250.0,0.0927,16136.0,30.59,42.37,36.48,30.59,6080457.0,9062.292,90.6229,11.81,65000.0,,,,EBITDA
한라캐스트,2025-08-20,00683061,20250808000359,[발행조건확정]증권신고서(지분증권),general,17.54,27.49,22.515,5800.0,PER,43500000000.0,코스닥,0.0,0.0,5.0,ok,476662.0,0.0,OK,5100.0,5800.0,5450.0,0.0642,7033.0,17.54,27.49,22.515,17.5316,36526017.0,9910.0,99.1,25.93,7500000.0,,,,
