company_name,listing_date,corp_code,stock_code,rcept_no,report_nm,track_type,discount_rate_low_pct,discount_rate_high_pct,discount_rate_mid_pct,price_band_low,price_band_high,band_midpoint,final_offering_price,price_vs_mid,net_income_mn,net_income_bn,peer_per,valuation_model,per_stock_value,total_shares,offering_shares,offering_amount,discount_rate_xml_low,discount_rate_xml_high,discount_rate_xml_mid,listing_market,is_tech_special,is_growth_special,filled_key_fields,extraction_status,xml_size,discount_rate_implied,discount_rate_diff,data_quality_flag,net_income_type,institutional_ratio,retail_ratio,discount_rate_xml_source,dart_revenue_bn,dart_op_income_bn,dart_net_income_bn,dart_assets_bn,dart_equity_bn,dart_bsns_year,dart_reprt_code,dart_debt_ratio,dart_op_margin,net_income_source,source_dataset,crawling_sector,crawling_industry,crawling_summary,crawling_source_url,crawling_collected_at,crawling_status,segment_bio,segment_healthcare,segment_software,segment_ai,segment_robotics,segment_semiconductor,segment_materials,segment_manufacturing,segment_mobility,segment_fintech,segment_deeptech,segment_platform,segment_consumer,segment_unknown
바이오비쥬,2025-05-20,1657197,489460,20250502000293,[발행조건확정]증권신고서(지분증권),general,31.42,39.67,35.545,8000.0,9100.0,8550.0,9100.0,0.0643,8120.0,81.2,25.51,PER,13342.0,15524430.0,3000000.0,27300000000.0,31.42,39.67,35.545,코스닥,0.0,0.0,5.0,ok,507002.0,31.7943,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 화학,화장품,"동사는 2025년 코스닥에 상장한 글로벌 에스테틱 수출 기업으로, HA 기반 스킨부스터와 필러를 연구개발·제조·판매하고 있음. 주요 제품으로 '칸도럽 세럼', '아세나르트 아쿠아', '코레나 프리미엄' 필러를 보유하고, OEM 수탁 생산과 '셀리비온' 총판 등을 취급하고 있음. 2020년 하남 공장 준공, 2021년 연구소 설립 및 ISO:13485 인증 후 CE인증 등 해외 인증 취득을 추진하며 글로벌 판로를 확대하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=489460,2026-06-09T18:54:04,ok,0,0,0,0,0,0,1,1,0,0,0,0,1,0
바이오에프디엔씨,2022-02-21,1160974,251120,20220127000144,[발행조건확정]증권신고서(지분증권),general,20.4,36.8,28.6,23000.0,29000.0,26000.0,28000.0,0.0769,14799.0,147.99,28.85,PER,36414.2,8864700.0,1300000.0,,20.36,36.84,28.6,코스닥,0.0,0.0,5.0,ok,532934.0,23.1069,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 제약,생물공학,"동사는 2005년 식물세포 플랫폼 기술 기반으로 설립되었고, 2022년 코스닥에 상장함. 식물세포 설계와 배양기술을 바탕으로 코스메슈티컬, 건강기능식품, 의약품 소재인 식물세포 유래 유효물질과 바이오의약품을 연구개발 및 제조하고 있음. 세계 최대 250여 종 식물세포 라이브러리와 Plant Cell Banking 시스템을 갖추고, 마이크로니들패치 및 CMO·CDMO 사업을 통해 글로벌 시장 확장을 추진하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=251120,2026-06-09T18:54:04,ok,1,1,1,0,0,0,1,1,0,0,0,1,1,0
뱅크웨어글로벌,2024-08-12,1138595,199480,20240731000209,[발행조건확정]증권신고서(지분증권),general,27.93,39.31,33.62,16000.0,19000.0,17500.0,16000.0,-0.0857,,,,PER,26361.0,,1400000.0,,27.93,39.31,33.62,코스닥,0.0,0.0,3.0,partial,348349.0,39.3043,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 IT 서비스,IT서비스,"동사는 2010년 설립된 금융기관 대상 코어시스템 소프트웨어 공급 전문 기업으로, 2024년 코스닥에 기술성장기업으로 상장함. 국내 유일 코어뱅킹시스템 소프트웨어 기업으로 코어뱅킹, 할부리스금융, 코어카드 시스템 등의 금융 소프트웨어를 아시아 7개국 100여 금융기관에 공급하고 있음. 글로벌 금융소프트웨어 시장 선도 기업 목표로 클라우드 기반 솔루션 및 구독형 소프트웨어 판매에 집중하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=199480,2026-06-09T18:54:05,ok,0,0,1,0,0,0,0,0,0,1,0,0,0,0
버넥트,2023-07-26,1605529,438700,20230714000339,[기재정정]증권신고서(지분증권),general,21.9,33.9,27.9,11500.0,13600.0,12550.0,16000.0,0.2749,9956.0,99.56,,EV/EBITDA,17408.0,,1920000.0,,21.88,33.94,27.91,코스닥,0.0,0.0,4.0,ok,3490948.0,8.0882,0.01,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 IT 서비스,소프트웨어,"동사는 2016년 설립된 컴퓨터 비전 기반 AR 기술로 XR 솔루션을 개발하는 테크 기업이며, 2023년 코스닥시장에 상장함. 자체 개발한 XR 엔진으로 원격협업, AR 콘텐츠 저작, 디지털트윈 모니터링 솔루션을 개발해 제조, 플랜트, 문화, 교육 등 다양한 산업에 공급하고 있음. 동사는 특허 76건과 GS인증 1등급 6건을 보유하고, Web XR 플랫폼 스퀘어스를 통해 글로벌 디지털 플랫폼 시장으로 사업을 확장하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=438700,2026-06-09T18:54:05,ok,0,0,1,0,0,0,0,1,0,0,0,1,0,0
벡트,2024-12-16,1453944,457600,20241203000034,[발행조건확정]증권신고서(지분증권),general,23.7,31.53,27.615,3500.0,3900.0,3700.0,3900.0,0.0541,3174.0,31.74,22.08,PER,,,4750000.0,18525000000.0,23.7,31.53,27.615,코스닥,0.0,0.0,5.0,ok,579711.0,,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 전기·전자,교육서비스,"동사는 2006년 설립된 디지털 사이니지 전문기업으로, 2024년 코스닥에 상장되었고, 종속회사 1개를 보유하고 있음. 파나소닉 프로젝터 한국 총판 및 카시오 수입원으로 시작하여, 디지털 사이니지 하드웨어와 소프트웨어를 활용한 토탈 솔루션을 제공하고 있음. 2022년 이솔정보통신 인수로 교육용 사이니지 시장을 확장하여 상업용 및 교육용 영상 기획, 설치, 운영 솔루션을 제공하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=457600,2026-06-09T18:54:05,ok,0,0,1,0,0,0,0,0,0,0,0,0,0,0
보로노이,2022-06-24,1327746,310210,20220613000191,[발행조건확정]증권신고서(지분증권),general,36.5,44.8,40.65,40000.0,46000.0,43000.0,40000.0,-0.0698,,,,PER,72464.0,,1300000.0,52000000000.0,36.52,44.8,40.66,코스닥,0.0,0.0,3.0,partial,385674.0,44.8002,0.01,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 일반서비스,제약,"동사는 2015년 인천 송도에 설립된 신약개발 전문 벤처로, 2020년 나스닥 상장사 ORIC에 폐암 치료제를 기술이전하였으며, 2025년 Anvia Therapeutics와 계약 체결함. 동사는 자체 보유하고 있는 의약화학연구소, AI연구소 등을 통해 자체 개발한 후보물질을 이용해 초기 임상을 직접 수행하여 인체 약효를 검증하고 있음. 동사는 다양한 적응증의 Kinase 정밀표적치료제를 개발 중에 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=310210,2026-06-09T18:54:05,ok,1,0,0,1,0,0,1,0,0,0,0,0,0,0
비츠로넥스텍,2025-11-21,1194607,488900,20251110000233,[발행조건확정]증권신고서(지분증권),general,21.95,33.26,27.605,5900.0,6900.0,6400.0,6900.0,0.0781,6781.0,67.81,37.78,PER,8840.0,,4400000.0,30360000000.0,21.95,33.26,27.605,코스닥,0.0,0.0,5.0,ok,650831.0,21.9457,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 운송장비·부품,우주항공과국방,"동사는 2016년 비츠로테크로부터 물적분할로 설립, 2025년 기술성장기업으로 코스닥시장에 상장함. 한국형 우주발사체 엔진 컴포넌트를 납품하고, 핵융합에너지 실험로 KSTAR와 ITER 향 플라즈마 대향장치 및 중성입자 가열장치를 제작, 가속기 부품 설계·제작과 고온플라즈마 폐기물 자원화 사업을 영위함. 우주발사체 재사용기술, 달탐사선 엔진 개발, 텅스텐 대향장치 기술고도화, 대형 클라이스트론 국산화를 추진하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=488900,2026-06-15T18:53:35,ok,0,0,0,0,0,1,0,1,0,0,1,0,0,0
사이냅소프트,2024-11-19,1207901,466410,20241106000152,[발행조건확정]증권신고서(지분증권),general,27.98,38.26,33.12,21000.0,24500.0,22750.0,24500.0,0.0769,6809.0,68.09,25.2,PER,34016.0,5037023.0,1010000.0,24745000000.0,27.98,38.26,33.12,코스닥,0.0,0.0,5.0,ok,450847.0,27.9751,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 IT 서비스,소프트웨어,"동사는 2000년 주식회사 수퍼스마트로 설립되었으며, 2024년 11월 코스닥시장에 상장함. 기업시장(B2B)과 공공 및 교육시장(B2G)을 대상으로 AI 및 인공지능 전환(AX)과 디지털 전환(DX) 솔루션을 제공하고 있음. 주요 제품으로는 사이냅 문서뷰어, 사이냅 에디터, 사이냅 OCR, 사이냅 어시스턴트 등이 있으며, 현재 100대 대기업군 중 49개 그룹사에서 문서뷰어를 사용하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=466410,2026-06-09T18:54:06,ok,0,0,1,1,0,0,0,0,0,0,0,0,0,0
삼기이브이,2023-02-03,1526806,419050,20230120000341,[발행조건확정]증권신고서(지분증권),general,10.98,25.51,18.245,13800.0,16500.0,15150.0,11000.0,-0.2739,,,,PER,18536.0,,3552037.0,39072407000.0,10.98,25.51,18.245,코스닥,0.0,0.0,3.0,partial,652966.0,40.656,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 운송장비·부품,자동차부품,"동사는 2020년 주식회사 삼기로부터 전기차용 배터리 사업부문을 물적분할하여 설립되었으며, 2023년 코스닥시장에 상장함. 전기자동차 배터리부품 사업을 영위하며, 알루미늄 기구부품 및 ESS/EV용 전장부품을 핵심 제품으로 생산하고 있음. 엔드플레이트는 외부 충격으로부터 셀을 보호하고, BMS 케이블은 배터리 셀의 상태 정보를 BMS에 전달하는 신호 케이블임.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=419050,2026-06-09T18:56:10,ok,0,0,0,0,0,1,1,1,1,0,0,0,0,0
삼양엔씨켐,2025-02-03,863533,482630,20250114000181,[발행조건확정]증권신고서(지분증권),general,17.75,26.89,22.32,16000.0,18000.0,17000.0,18000.0,0.0588,16121.0,161.21,,EV/EBITDA,21884.0,10830140.0,1100000.0,19800000000.0,17.7,26.9,22.3,코스닥,0.0,0.0,4.0,ok,463573.0,17.7481,0.02,OK,EBITDA,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 화학,반도체와반도체장비,"동사는 2008년 설립된 반도체용 정밀화학 소재 전문 기업으로, 2025년 코스닥시장에 상장하였음. 반도체 제조 공정 중 노광 및 세정 공정에 사용되는 Polymer, PAG, PERR 중간체 등을 생산·판매하고 있음. EUV 공정용 고부가가치 제품 비중 확대와 차세대 패키징 공정 대응 소재 개발을 통해 다변화하며, 글로벌 고객사 확대를 추진하여 매출 구조 안정성을 제고하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=482630,2026-06-09T18:54:06,ok,0,0,0,0,0,1,1,1,0,0,0,0,0,0
삼양컴텍,2025-08-18,141583,484590,20250801000255,[발행조건확정]증권신고서(지분증권),general,25.25,35.92,30.585,6600.0,7700.0,7150.0,7700.0,0.0769,2.0,0.02,,PER,,,14500000.0,111650000000.0,25.25,35.92,30.585,코스닥,0.0,0.0,4.0,ok,899220.0,,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 금속,우주항공과국방,"동사는 1973년 방산업체로 지정되어 무기체계 방탄 및 방호 기술 발전을 선도해온 기업임. 주요 사업으로 K2전차 특수장갑, 차륜형 장갑차 부가장갑, 소형 전술차량 방호킷 등을 개발하고 세라믹 및 복합소재 연구개발과 양산을 수행하며, 독자 시험평가가 가능한 유일한 방탄/방호 전문업체임. 2013년 KOLAS로부터 방탄분야 국제공인시험기관 인정을 받았으며, 해외 수출과 민수사업으로 사업영역을 확장하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=484590,2026-06-15T18:53:35,ok,0,0,0,0,0,0,1,0,1,0,1,0,0,0
삼현,2024-03-21,262266,437730,20240311000468,[발행조건확정]증권신고서(지분증권),general,12.93,30.28,21.605,20000.0,25000.0,22500.0,30000.0,0.3333,,94.498,,PER,28685.0,,2000000.0,60000000000.0,12.93,30.28,21.605,코스닥,0.0,0.0,3.0,partial,573898.0,-4.5843,0.0,OK,,,,,998.4874,97.9638,94.498,948.5974,485.8354,2023.0,11011.0,95.25,9.81,dart_api,peer_group_expanded_features_enriched.csv,코스닥 운송장비·부품,자동차부품,"동사는 1988년 모터 제조업체로 설립되어 2024년 코스닥에 상장하며, 인도·중국에 법인 설립 및 자율주행 로봇 전문기업 케이스랩 지분을 취득하여 사업을 확대함. 스마트 액추에이터와 스마트 파워유닛을 제조하고, 모빌리티부문 DCT모터·CVVD, 방산부문 전기 수평안정화 장치 등 전장부품 공급하고 있음. 통합기술을 기반으로 우주항공, AAM 등 미래 모빌리티 시장 확장하여 글로벌 자율제조 솔루션 기업으로 도약하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=437730,2026-06-09T18:54:07,ok,0,0,1,0,1,1,0,1,1,0,1,0,0,0
샤페론,2022-10-19,1387164,378800,20221005000182,[발행조건확정]증권신고서(지분증권),general,35.3,48.0,41.65,8200.0,10200.0,9200.0,5000.0,-0.4565,,,,PER,15758.0,,2747000.0,13735000000.0,35.3,48.0,41.65,코스닥,0.0,0.0,3.0,partial,358224.0,68.2701,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 제약,제약,"동사는 2008년 설립된 염증복합체 조절 기술 기반의 신약 연구개발 전문기업임. 세계 최초 GPCR19 표적 염증복합체 억제제 플랫폼과 나노맙 항체 개발 플랫폼을 보유하고 있으며, 신약 후보물질을 기술이전하는 것이 주요 사업모델임. 아토피 치료제 미국 임상 2b상을 진행 중이며, 알츠하이머 치매 치료제 국내 임상 1상 완료, AI 기반 신약 개발 플랫폼 AIDEN을 구축하여 신약 개발을 가속화하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=378800,2026-06-09T18:54:07,ok,1,0,1,1,0,0,0,0,0,0,0,1,0,0
성우,2024-10-30,319272,458650,20241018000189,[발행조건확정]증권신고서(지분증권),general,14.03,25.89,19.96,25000.0,29000.0,27000.0,32000.0,0.1852,25518.0,255.18,,PER,33732.0,15076980.0,3000000.0,96000000000.0,14.03,25.89,19.96,코스닥,0.0,0.0,4.0,ok,522577.0,5.1346,0.0,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 전기·전자,전기제품,"동사는 1992년 설립되어 브라운관 TV 부품 사업을 영위하다가 LCD TV 등으로 제품 다각화를 추진하였으며, 2024년 코스닥시장에 상장함. 현재 원통형 이차전지 부품 제조 및 판매사업을 주력으로 하며, 글로벌 기업에 이를 공급하고 전기차용 부품 생산 및 판매를 주요 사업으로 하고 있음. 차세대 이차전지인 46파이 부품 개발을 완료하여 양산을 준비 중이며, 타폼팩트 부품 개발도 진행하여 글로벌 기업으로 성장하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=458650,2026-06-09T18:54:07,ok,0,0,0,0,0,0,0,1,0,0,0,0,0,0
성우,2024-10-31,319272,458650,20241018000189,[발행조건확정]증권신고서(지분증권),general,14.03,25.89,19.96,25000.0,29000.0,27000.0,32000.0,0.1852,,,,PER,33732.0,15076980.0,3000000.0,96000000000.0,14.03,25.89,19.96,코스닥,0.0,0.0,3.0,partial,522577.0,5.1346,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 전기·전자,전기제품,"동사는 1992년 설립되어 브라운관 TV 부품 사업을 영위하다가 LCD TV 등으로 제품 다각화를 추진하였으며, 2024년 코스닥시장에 상장함. 현재 원통형 이차전지 부품 제조 및 판매사업을 주력으로 하며, 글로벌 기업에 이를 공급하고 전기차용 부품 생산 및 판매를 주요 사업으로 하고 있음. 차세대 이차전지인 46파이 부품 개발을 완료하여 양산을 준비 중이며, 타폼팩트 부품 개발도 진행하여 글로벌 기업으로 성장하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=458650,2026-06-09T18:54:07,ok,0,0,0,0,0,0,0,1,0,0,0,0,0,0
세나테크놀로지,2025-11-14,1010615,061090,20251031000250,[발행조건확정]증권신고서(지분증권),general,39.44,49.35,44.395,47500.0,56800.0,52150.0,56800.0,0.0892,20549.0,205.49,26.76,PER,93788.0,5862700.0,560000.0,31808000000.0,39.4,49.3,44.35,코스닥,0.0,0.0,5.0,ok,559400.0,39.4379,0.045,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 전기·전자,통신장비,"동사는 1998년 설립되어 2025년 코스닥 시장에 상장한 멀티미디어 무선 통신 기술 기반의 웨어러블 스마트 기기 전문 기업임. 모터사이클, 사이클링, 아웃도어 어드벤처 등 역동적인 라이프스타일 분야에서 팀 커뮤니케이션 웨어러블 스마트 기기를 개발·제조·판매함. 동사는 검증된 메시 네트워킹 솔루션을 강화하여 기존 인적 커뮤니케이션 영역을 넘어 로봇과 로봇, 로봇과 사람 간의 로봇 커뮤니케이션 분야로 사업 영역을 확장하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=061090,2026-06-15T18:53:35,ok,0,0,1,0,1,1,0,1,0,0,0,1,0,0
셀비온,2024-10-16,1275489,308430,20241004000196,[발행조건확정]증권신고서(지분증권),general,41.32,51.1,46.21,10000.0,12200.0,11100.0,15000.0,0.3514,,,,PER,20449.0,,1911000.0,28665000000.0,40.5,51.0,45.75,코스닥,0.0,0.0,3.0,partial,400235.0,26.6468,0.46,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 제약,제약,"동사는 2010년 방사성의약품 글로벌 리더를 목표로 설립되어 2024년 코스닥에 상장함. 정밀의료 및 표적 치료 항암 신약 개발에 집중하고, 전립선암 치료 및 진단 연구개발에 전념하며, 주사제 바이알 제조 시설을 통해 제네릭 의약품 생산 및 CDMO 사업 운영하고 있음. 새로운 방사성의약품 설계 및 합성기술 개발을 통해 환자 맞춤형 치료 및 표적단백질에 결합하는 리간드를 활용하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=308430,2026-06-09T18:54:07,ok,1,1,0,0,0,0,0,1,0,0,0,0,0,0
스마트레이더시스템,2023-08-22,1555215,424960,20230809000641,[발행조건확정]증권신고서(지분증권),general,42.2,50.7,46.45,5800.0,6800.0,6300.0,8000.0,0.2698,,,,PER,11773.0,,2220000.0,17760000000.0,42.24,50.73,46.485,코스닥,0.0,0.0,3.0,partial,460255.0,32.0479,0.035,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 의료·정밀기기,자동차부품,"동사는 2017년 설립된 4D 이미징 레이다 전문 기업으로, 2023년 기술성장기업으로 코스닥시장에 상장했음. 자체 개발한 비균일 배열 안테나 설계, 실시간 레이다 신호처리 기술, 인공지능 기반 사물인식 알고리즘 등 4D 이미징 레이다 원천기술을 보유함. 모빌리티 분야에서 자율주행차, 농기계, ADAS용 특수차량 레이다를 개발하고, 비모빌리티 분야에서는 Anti-Drone, 헬스케어, 시큐리티 시장에 진출하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=424960,2026-06-09T18:54:08,ok,0,1,0,1,0,0,0,1,1,0,0,0,0,0
스톰테크,2023-11-20,1226270,352090,20231108000232,[발행조건확정]증권신고서(지분증권),general,26.6,38.2,32.400000000000006,8000.0,9500.0,8750.0,11000.0,0.2571,,,,PER,,,3350000.0,36850000000.0,26.6,38.2,32.4,코스닥,0.0,0.0,3.0,partial,468371.0,,0.0,NO_XML_DR,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 화학,가정용기기와용품,"동사는 1999년 설립된 가정용 정수기 부품 제조 전문 기업으로, 26년간의 기술력과 영업력을 바탕으로 꾸준한 성장을 이어가고 있음. 2023년 코스닥시장에 상장하였으며, 종속회사를 통해 인쇄회로기판 사업도 영위하고 있음. 주요 제품으로는 정수기 및 음용수기의 관과 관을 연결하는 피팅, 누수를 차단하고 유로를 제어하는 밸브, 출수를 제어하는 안전 파우셋, 렌탈사업의 사후관리시스템을 위한 튜빙 아세이를 개발 및 생산하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=352090,2026-06-09T18:54:08,ok,0,0,0,0,1,0,1,1,0,0,0,0,0,0
스튜디오미르,2023-02-07,1139965,408900,20230119000286,[발행조건확정]증권신고서(지분증권),general,20.8,38.0,29.4,15300.0,19500.0,17400.0,19500.0,0.1207,,,,PER,24603.0,,1000000.0,,20.8,38.0,29.4,코스닥,0.0,0.0,3.0,partial,466942.0,20.7414,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 오락·문화,방송과엔터테인먼트,"동사는 2010년 설립된 애니메이션 제작 및 기획 전문 기업으로, 2023년 코스닥시장에 상장하였음. 3D 애니메이션을 주요 사업부문으로 하는 (주)스튜디오미르CGI를 자회사로 두고 있음. 하이브리드 연출을 통해 퀄리티 높은 작품과 단가 상승, 제작 효율화 통한 원가 감소를 지원함. 프리프로덕션부터 메인프로덕션, 포스트프로덕션에 이르는 총괄제작 가능하며, 기획부터 최종 작업까지 전공정을 내재화해 작품의 연속성과 완성도를 높임.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=408900,2026-06-09T18:54:08,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,1
스튜디오삼익,2024-02-06,1540815,415380,20240124000150,[발행조건확정]증권신고서(지분증권),general,19.62,29.36,24.49,14500.0,16500.0,15500.0,18000.0,0.1613,,,,PER,20526.0,,,15300000000.0,19.62,29.36,24.49,코스닥,0.0,0.0,3.0,partial,400382.0,12.3063,0.0,OK,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 유통,가구,"동사는 2017년 삼익T.D.F로부터 상표 전용사용권을 취득해 온라인 홈퍼니싱 유통사업을 하고 있으며, 2024년 코스닥시장에 상장함. 삼익가구, 스칸디아 등 다양한 브랜드로 침실가구와 수면용품을 30여개 온라인 플랫폼에서 판매하며, 제조협력사 관리 및 배송 프로세스를 운영함. 동사는 1인가구 증가 및 시장 디지털화에 맞춰 중저가 제품 및 프리미엄 수면용품 개발로 브랜드 포트폴리오를 다각화하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=415380,2026-06-09T18:54:09,ok,0,0,1,0,0,0,0,1,0,0,0,1,1,0
시지트로닉스,2023-08-03,1284751,429270,20230721000279,[발행조건확정]증권신고서(지분증권),general,40.6,46.5,43.55,18000.0,20000.0,19000.0,25000.0,0.3158,,,,PER,33651.0,,900000.0,,40.57,46.51,43.54,코스닥,0.0,0.0,3.0,partial,397255.0,25.708,0.01,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 전기·전자,반도체와반도체장비,"동사는 2023년 유가증권시장에 상장한 실리콘 소재 기반의 광·개별소자 전문 기업임. ESD, Power, Sensor 등 반도체 소자 개발부터 생산·판매까지 아우르며, 질화갈륨 기반 전력반도체 및 RF 소자 개발을 진행하고 있음. Epi 공정 기술 적용한 M-FAB 파운드리 라인으로 IDM 기업으로 발돋움하며, Sensor 소자와 GaN Power 소자로 집중하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=429270,2026-06-09T18:54:09,ok,0,0,0,0,0,1,1,1,0,0,0,0,0,0
시큐레터,2023-08-24,1579570,418250,20230811001329,[발행조건확정]증권신고서(지분증권),general,25.9,35.7,30.8,9200.0,10600.0,9900.0,12000.0,0.2121,,,,PER,14313.0,,1333885.0,16006620000.0,26.0,36.0,31.0,코스닥,0.0,0.0,3.0,partial,986493.0,16.1601,0.2,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 IT 서비스,소프트웨어,"동사는 2015년 설립된 보안 소프트웨어 전문기업으로, 2023년 기술성장기업 특례로 코스닥 상장함. 독자 개발한 리버스엔지니어링 기술 기반 MARS 플랫폼으로 다양한 보안 사업을 영위하고 있으며, AI 및 취약점 분석 연구 등 기술 융합 솔루션 사업을 전개 중. 디지털 문서 파일 활용 구간의 실시간 탐지 및 분석 제품 개발과 클라우드 콘텐츠 공유 협업 시장에 대비한 보안 제품과 서비스 확장을 추진하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=418250,2026-06-09T18:54:09,ok,0,0,1,1,0,0,0,0,0,0,0,1,0,0
시큐센,2023-06-29,1113499,232830,20230619000132,[발행조건확정]증권신고서(지분증권),konex_transfer,13.95,28.29,21.12,2000.0,2400.0,2200.0,3000.0,0.3636,,,,PER,2789.0,,1948000.0,5844000000.0,,,,코스닥,0.0,0.0,3.0,partial,349394.0,-7.5654,,NO_XML_DR,,,,,,,,,,,,,,,ipo_features_raw.csv,코스닥 IT 서비스,IT서비스,"동사는 2011년 설립된 보안 플랫폼 및 서비스 전문 기업으로 2023년 코스닥에 상장함. IT보안, 핀테크 보안, 생체인증 솔루션 등을 공급하며 AI 및 양자내성 암호기술을 접목한 보안 솔루션을 개발하고 있음. 디지털금융 서비스, 보안 솔루션 및 컨설팅, 생체인증, 전자서명 솔루션을 주요 사업으로 하며, 씨플랫폼과 투케이엠시스템즈를 연결종속회사로 보유하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=232830,2026-06-09T18:56:10,ok,0,0,1,1,0,0,0,0,0,1,1,1,0,0
심플랫폼,2025-03-21,1590980,444530,20250310000115,[발행조건확정]증권신고서(지분증권),general,21.84,32.26,27.05,13000.0,15000.0,14000.0,15000.0,0.0714,4116.0,41.16,30.99,PER,19192.0,6647443.0,920000.0,13800000000.0,22.04,32.64,27.34,코스닥,0.0,0.0,5.0,ok,587582.0,21.8424,0.29,OK,,,,,,,,,,,,,,,peer_group_expanded_features_enriched.csv,코스닥 IT 서비스,IT서비스,"동사는 2011년 설립된 응용 소프트웨어 개발 및 공급 기업으로, 2025년 기술성장기업으로 코스닥시장에 상장함. IoT 기반 데이터 수집 기술과 산업용 AI를 접목한 산업용 AX 플랫폼 'NUBISON AX'를 운영하며, 제조, 공공, 헬스케어 등 다양한 분야의 AI 전환을 지원하고 있음. 데이터 수집·저장·분석·예측·현장 적용을 통합한 솔루션을 제공하며, 반도체, 디스플레이 등 초정밀 산업에서 기술 경쟁력을 입증하고 있음.",https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=444530,2026-06-15T18:53:35,ok,0,1,1,1,0,1,0,1,0,0,0,1,0,0
