input_csv,n_train,n_features,n_segment_features,n_categorical_dummy_features,n_dropped_constant_features,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_r2_mean,cv_r2_std,baseline_rmse,improvement_pct
training_features_general.csv,110,38,12,4,4,7.435,0.5211,5.8506,0.5551,-0.044,0.2545,7.5427,1.4286
