company_name,listing_date,corp_code,rcept_no,report_nm,track_type,discount_rate_low_pct,discount_rate_high_pct,discount_rate_mid_pct,price_band_low,price_band_high,band_midpoint,final_offering_price,price_vs_mid,valuation_model,offering_shares,offering_amount,listing_market,is_tech_special,is_growth_special,per_stock_value,filled_key_fields,extraction_status,xml_size,discount_rate_implied,discount_rate_xml_low,discount_rate_xml_high,discount_rate_xml_mid,discount_rate_xml_source,discount_rate_diff,data_quality_flag,net_income_mn,net_income_bn,peer_per,total_shares,institutional_ratio,retail_ratio,net_income_type,dart_revenue_bn,dart_op_income_bn,dart_net_income_bn,dart_assets_bn,dart_equity_bn,dart_bsns_year,dart_reprt_code,dart_debt_ratio,dart_op_margin,net_income_source
시큐레터,2023-08-24,01579570,20230811001329,[발행조건확정]증권신고서(지분증권),general,25.9,35.7,30.8,9200.0,10600.0,9900.0,12000.0,0.2121,PER,1333885.0,16006620000.0,코스닥,0.0,0.0,14313.0,3.0,partial,986493.0,16.1601,26.0,36.0,31.0,,0.2,OK,,,,,,,,,,,,,,,,,
아이엠티,2023-10-10,01546101,20230914000342,[발행조건확정]증권신고서(지분증권),general,40.04,47.53,43.785,10500.0,12000.0,11250.0,14000.0,0.2444,PER,47400.0,22120000000.0,코스닥,0.0,0.0,,3.0,partial,368254.0,,,,,,,NO_XML_DR,,,,,,,,,,,,,,,,,
퀄리타스반도체,2023-10-27,01584183,20231017000136,[발행조건확정]증권신고서(지분증권),general,24.13,34.25,29.19,13000.0,15000.0,14000.0,17000.0,0.2143,PER,54000.0,30600000000.0,코스닥,0.0,0.0,19771.0,3.0,partial,400734.0,14.0155,24.13,34.25,29.19,,0.0,OK,,,,,,,,,,,,,,,,,
쏘닉스,2023-11-07,00561723,20231025000085,[발행조건확정]증권신고서(지분증권),general,24.55,46.1,35.325,5000.0,7000.0,6000.0,7500.0,0.25,PER,3600000.0,27000000000.0,코스닥,0.0,0.0,9277.0,3.0,partial,440855.0,19.1549,24.55,46.1,35.325,,0.0,OK,,,,,,,,,,,,,,,,,
비아이매트릭스,2023-11-09,01462739,20231027000507,[발행조건확정]증권신고서(지분증권),general,15.53,30.12,22.825,,,,,,PER,,15600000000.0,,0.0,0.0,,0.0,fail,75705.0,,,,,,,NO_XML_DR,,,,,,,,,,,,,,,,,
큐로셀,2023-11-09,01492651,20231030000431,[발행조건확정]증권신고서(지분증권),general,21.18,29.88,25.53,29800.0,33500.0,31650.0,20000.0,-0.3681,PER,1600000.0,32000000000.0,코스닥,0.0,0.0,42500.0,3.0,partial,820801.0,52.9412,,,52.9412,implied,27.4112,MISMATCH_CHECK,,,,,,,,,,,,,,,,,
컨텍,2023-11-09,01685251,20231030000344,[발행조건확정]증권신고서(지분증권),general,24.16,31.58,27.87,20300.0,22500.0,21400.0,22500.0,0.0514,PER,2060000.0,46350000000.0,코스닥,0.0,0.0,29668.0,4.0,ok,656347.0,24.1607,24.0,31.5,27.75,,0.12,OK,21936.635,219.3664,,15613041.0,,,,,,,,,,,,,
그린리소스,2023-11-24,01370863,20231110000300,[발행조건확정]증권신고서(지분증권),general,20.2,37.3,28.75,11000.0,14000.0,12500.0,17000.0,0.36,PER,1640000.0,27880000000.0,코스닥,0.0,0.0,17545.0,3.0,partial,426054.0,3.1063,,,,,,NO_XML_DR,,,,,,,,,,,,,,,,,
에이텀,2023-12-01,01444380,20231117000115,[발행조건확정]증권신고서(지분증권),general,25.08,42.56,33.82,23000.0,30000.0,26500.0,18000.0,-0.3208,PER,19500.0,,코스닥,0.0,0.0,40043.0,3.0,partial,345329.0,55.0483,25.08,42.56,33.82,,0.0,OK,,,,,,,,,,,,,,,,,
와이바이오로직스,2023-12-05,01226234,20231121000049,[발행조건확정]증권신고서(지분증권),general,35.81,47.48,41.645,9000.0,11000.0,10000.0,9000.0,-0.1,PER,1500000.0,13500000000.0,코스닥,0.0,0.0,17136.0,3.0,partial,709998.0,47.479,35.8,47.5,41.65,,0.005,OK,,,,,,,,,,,,,,,,,
케이웨더,2024-02-22,00426828,20240208000055,[발행조건확정]증권신고서(지분증권),general,14.08,28.89,21.485,4800.0,5800.0,5300.0,7000.0,0.3208,PER,1000000.0,7000000000.0,코스닥,0.0,0.0,6750.0,3.0,partial,362264.0,-3.7037,14.08,28.89,21.485,,0.0,OK,,,,,,,,,,,,,,,,,
이에이트,2024-02-23,,,,general,24.28,40.65,32.465,,,,,,,,,,,,,,no_rcept_no,,,,,,,,,,,,,,,,,,,,,,,,,
코셈,2024-02-23,01493793,20240206000485,[발행조건확정]증권신고서(지분증권),general,16.65,28.56,22.605,12000.0,14000.0,13000.0,16000.0,0.2308,PER,600000.0,9600000000.0,코스닥,0.0,0.0,16796.0,3.0,partial,682558.0,4.7392,16.65,28.56,22.605,,0.0,OK,,,,,,,,,,,,,,,,,
케이엔알시스템,2024-03-07,00672603,20240223002182,[발행조건확정]증권신고서(지분증권),general,31.37,43.85,37.61,9000.0,11000.0,10000.0,13500.0,0.35,PER,1052000.0,28404000000.0,코스닥,0.0,0.0,16029.0,3.0,partial,358256.0,15.7777,31.37,43.85,37.61,,0.0,OK,,,,,,,,,,,,,,,,,
삼현,2024-03-21,00262266,20240311000468,[발행조건확정]증권신고서(지분증권),general,12.93,30.28,21.605,20000.0,25000.0,22500.0,30000.0,0.3333,PER,2000000.0,60000000000.0,코스닥,0.0,0.0,28685.0,3.0,partial,573898.0,-4.5843,12.93,30.28,21.605,,0.0,OK,,,,,,,,,,,,,,,,,
엔젤로보틱스,2024-03-26,01592049,20240313000679,[발행조건확정]증권신고서(지분증권),general,16.81,38.99,27.9,11000.0,15000.0,13000.0,20000.0,0.5385,PER,1600000.0,32000000000.0,코스닥,0.0,0.0,18030.0,3.0,partial,317697.0,-10.9262,16.81,38.99,27.9,,0.0,OK,,,,,,,,,,,,,,,,,
아이엠비디엑스,2024-04-03,01497373,20240322000928,[발행조건확정]증권신고서(지분증권),general,24.77,41.49,33.13,7700.0,9900.0,8800.0,13000.0,0.4773,PER,2500000.0,32500000000.0,코스닥,0.0,0.0,13160.0,3.0,partial,424337.0,1.2158,24.77,41.49,33.13,,0.0,OK,,,,,,,,,,,,,,,,,
디앤디파마텍,2024-05-02,01376715,20240419000507,[발행조건확정]증권신고서(지분증권),general,40.31,49.49,44.9,22000.0,26000.0,24000.0,33000.0,0.375,PER,1100000.0,36300000000.0,코스닥,0.0,0.0,43555.0,4.0,ok,775557.0,24.2337,40.31,49.49,44.9,,0.0,OK,33297.0,332.97,,11029867.0,,,,,,,,,,,,,
민테크,2024-05-03,01689035,20240422000037,[발행조건확정]증권신고서(지분증권),general,13.62,33.95,23.785,6500.0,8500.0,7500.0,10500.0,0.4,PER,3000000.0,,코스닥,0.0,0.0,9841.0,3.0,partial,370406.0,-6.6965,13.62,33.95,23.785,,0.0,OK,,,,,,,,,,,,,,,,,
아이씨티케이,2024-05-17,01373709,20240503000443,[발행조건확정]증권신고서(지분증권),general,15.0,31.0,23.0,13000.0,16000.0,14500.0,20000.0,0.3793,PER,1970000.0,39400000000.0,코스닥,0.0,0.0,18828.0,3.0,partial,712437.0,-6.2248,,,,,,NO_XML_DR,,,,,,,,,,,,,,,,,
